term,definition,source_anchor,notes
Encryption,"The process of converting data into a coded form that can only be read by using the correct information to decode the data, called the decryption key .",https://www.atg.wa.gov/glossary-data-breach-terms#encryption,
Endpoint,"Physical devices —such as mobile devices, desktop computers, and servers— that connect to and exchange information with a computer network .",https://www.atg.wa.gov/glossary-data-breach-terms#endpoint,
Endpoint Detection and Response (EDR),"Security solutions focused on detecting, investigating, and mitigating suspicious activities and issues on endpoints (computers, mobile devices, etc.) within an organization.",https://www.atg.wa.gov/glossary-data-breach-terms#edr,
Exploit Kit,A toolkit used to exploit security holes primarily to spread malicious software .,https://www.atg.wa.gov/glossary-data-breach-terms#exploit_kit,
Firewall,A network security system that monitors and controls incoming and outgoing network traffic based on predetermined security rules.,https://www.atg.wa.gov/glossary-data-breach-terms#firewall,
Incident Response Plan,"A predefined set of instructions or procedures to detect, respond to, and limit the consequences of a cyberattack or data breach .",https://www.atg.wa.gov/glossary-data-breach-terms#incident_response_plan,
Initial Access Broker (IAB),"Cybercriminals who specialize in gaining initial access to networks and then sell this access to other cybercriminals, including ransomware operators.",https://www.atg.wa.gov/glossary-data-breach-terms#iab,
Intrusion Detection System (IDS),A device or software application that monitors a network or systems for malicious activity or policy violations.,https://www.atg.wa.gov/glossary-data-breach-terms#ids,
Intrusion Prevention System (IPS),A network security/threat prevention technology that examines network traffic flows to detect and prevent vulnerability exploits.,https://www.atg.wa.gov/glossary-data-breach-terms#ips,
Keylogging,"The action of recording (logging) the keys struck on a keyboard, typically in a covert manner, so that the person using the keyboard is unaware that their actions are being monitored.",https://www.atg.wa.gov/glossary-data-breach-terms#keylogging,
Logic Bomb,Code inserted into a software system that will set off a malicious function when specified conditions are met.,https://www.atg.wa.gov/glossary-data-breach-terms#logic_bomb,
Lockscreen Ransomware,"A type of ransomware that locks the screen of the infected device, preventing access to the system until the ransom is paid.",https://www.atg.wa.gov/glossary-data-breach-terms#lockscreen_ransomware,
Malware (Malicious Software),"Malicious software designed to disrupt, damage, or gain unauthorized access to computer systems. Types include viruses, trojan horses , ransomware , and spyware .",https://www.atg.wa.gov/glossary-data-breach-terms#malware,
Man-in-the-Middle (MitM) Attack,An attack where the attacker secretly intercepts and relays messages between two parties who believe they are directly communicating with each other.,https://www.atg.wa.gov/glossary-data-breach-terms#mitm,
Network,"A communication infrastructure comprised of various devices (See: ""Endpoint"" ) that can exchange data and share information with each other.",https://www.atg.wa.gov/glossary-data-breach-terms#network,
Patch,A software update comprised of code inserted or “patched” into the code of an executable program. Patches are often temporary fixes between full releases of a software package.,https://www.atg.wa.gov/glossary-data-breach-terms#patch,
Payload,"The component of malicious software that performs the malicious action, such as encrypting the victim's files.",https://www.atg.wa.gov/glossary-data-breach-terms#payload,
Personally Identifiable Information (PII),"Information that can be used on its own or with other information to identify, contact, or locate a single person. Examples include names, social security numbers, and email addresses.",https://www.atg.wa.gov/glossary-data-breach-terms#pii,
Phishing,"A method of attempting to acquire sensitive information such as usernames, passwords, and credit card details by imitating a trustworthy entity in electronic communications, such as email or text message.",https://www.atg.wa.gov/glossary-data-breach-terms#phishing,
Personal Health Information (PHI),"Any information in a medical record that can be used to identify an individual that was created, used, or disclosed in the course of providing health care services.",https://www.atg.wa.gov/glossary-data-breach-terms#phi,
Ransomware,A type of malicious software that encrypts a victim's files. The attacker then demands a ransom from the victim to restore access to the data upon payment.,https://www.atg.wa.gov/glossary-data-breach-terms#ransomware,
Ransom Note,A message left by the attackers that informs the victim of the ransomware attack and provides instructions on how to pay the ransom to get the decryption key .,https://www.atg.wa.gov/glossary-data-breach-terms#ransom_note,
Ransomware-as-a-Service (RaaS),"A business model where cybercriminals sell or lease ransomware tools to other attackers, who then conduct the attacks. The creators of the ransomware typically take a cut of the profits.",https://www.atg.wa.gov/glossary-data-breach-terms#raas,
Rogue Software,Malicious software that masquerades as legitimate and necessary security software .,https://www.atg.wa.gov/glossary-data-breach-terms#rogue_software,
Rootkit,"A collection of computer software , typically malicious , designed to enable access to a computer or an area of its software that would not otherwise be allowed and often masks its own existence or the existence of other software.",https://www.atg.wa.gov/glossary-data-breach-terms#rootkit,
Scareware,A type of malicious software designed to induce users into visiting an infected website or downloading infected software by instilling fear or panic. Common examples include pop-ups that claim your device is infected with a virus and providing a link to a compromised website or app to “fix” the problem.,https://www.atg.wa.gov/glossary-data-breach-terms#scareware,
Security Evasion,Techniques used by malicious software to avoid detection by antivirus and other security solutions.,https://www.atg.wa.gov/glossary-data-breach-terms#security_evasion,
Session Hijacking,Exploiting a valid computer session to gain unauthorized access to information or services in a computer system.,https://www.atg.wa.gov/glossary-data-breach-terms#session_hijacking,
Skimmers,"A card reader attached to payment terminals, such as those at an ATM or gas station, which collects data on cards inserted into the terminal. Often, cybercriminals will use the skimmer in conjunction with a device to record PIN information, such as a fake PIN pad or hidden camera.",https://www.atg.wa.gov/glossary-data-breach-terms#skimmers,
Social Engineering,The use of deception to manipulate individuals into divulging confidential or personal information that may be used for fraudulent purposes.,https://www.atg.wa.gov/glossary-data-breach-terms#social_engineering,
Software (Application Software),"A computer program designed to carry out a specific task other than one relating to the operation of the computer itself, typically to be used by end users. Also known as an “App.”",https://www.atg.wa.gov/glossary-data-breach-terms#software,
Spoofing,A technique used to gain unauthorized access to computers by tricking the system to accept a false identity.,https://www.atg.wa.gov/glossary-data-breach-terms#spoofing,
Spyware,Software that enables a user to obtain information about another user's computer activities by transmitting data from their hard drive without detection.,https://www.atg.wa.gov/glossary-data-breach-terms#spyware,
Structured Query Language (SQL),"SQL (pronounced “sequel”) is a standardized programming language that is used to manage relational databases —a type of database that organizes data into rows and columns, which collectively form a table— and perform various operations on the data in them.",https://www.atg.wa.gov/glossary-data-breach-terms#sql,
SQL Injection (SQLi),"A type of code injection attack that uses Structured Query Language code to infect, extract, manipulate, or destroy the data inside of a database.",https://www.atg.wa.gov/glossary-data-breach-terms#sqli,
Tokenization,"A form of encryption that converts sensitive data elements into non-sensitive, replacement values, called ""tokens"", that are the same length and format as the original data. This stands in contrast to other encryption methods that encode human-readable data into incomprehensible text that can only be decoded with the right decryption key .",https://www.atg.wa.gov/glossary-data-breach-terms#tokenization,
Trojan Horse,A type of malicious software disguised as legitimate software .,https://www.atg.wa.gov/glossary-data-breach-terms#trojan_horse,
Two-Factor Authentication (2FA),"An extra layer of security used to ensure that people trying to gain access to an online account are who they say they are. First, the user enters their username and a password. Then, they are required to provide another piece of information, such as a code sent to the phone number they provided when they created the account.",https://www.atg.wa.gov/glossary-data-breach-terms#2fa,
Typosquatting,"A form of cybersquatting that relies on typographical errors made by users when inputting a website address into a web browser. Also called URL hijacking, a sting site, a cousin domain, or a fake URL.",https://www.atg.wa.gov/glossary-data-breach-terms#typosquatting,
Vulnerability,A weakness in a system or software that can be exploited by cyberattacks to gain unauthorized access to data or disrupt operations.,https://www.atg.wa.gov/glossary-data-breach-terms#vulnerability,
Watering Hole Attack,"A security exploit in which a cybercriminal targets a specific individual or group of individuals by determining which websites they often use and infecting those sites with targeted malware . For example, a cybercriminal determines their target loves sports, and proceeds to install malware on several legitimate ticket re-sale websites in hopes of infecting their computer.",https://www.atg.wa.gov/glossary-data-breach-terms#watering_hole_attack,
Whaling,A specific type of phishing attack that targets high-profile individuals such as senior executives or other high-ranking members of an organization.,https://www.atg.wa.gov/glossary-data-breach-terms#whaling,
Wiper Malware,"Malicious software that aims to destroy or overwrite data on the victim's system, often disguised as ransomware but with no intention of providing a decryption key even if the ransom is paid.",https://www.atg.wa.gov/glossary-data-breach-terms#wiper_malware,
Zero-Day Exploit,"A cyberattack that occurs on the same day a weakness is discovered in software , before the software developer has a chance to fix it.",https://www.atg.wa.gov/glossary-data-breach-terms#zero_day_exploit,
