term,definition,source_anchor,notes
Front Channel,"Front channel refers to the “communications channel” that can be effected between two HTTP-speaking servers by employing “HTTP redirect” messages and thus passing messages to each other via a user agent, e.g. a web browser, or any other HTTP client [RFC2616]. See also back channel.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: RFC2616
Identifier,This term is used in two senses in SAML:,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Identity,"The essence of an entity [Merriam]. One's identity is often described by one's characteristics, among which may be any number of identifiers. See also Identifier, Attribute.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: Merriam
Identity Defederation,The action occurring when Providers agree to stop referring to a Principal via a certain set of identifiers and/or attributes.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Identity Federation,The act of creating a federated identity on behalf of a Principal. .,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Identity Provider,"A kind of service provider that creates, maintains, and manages identity information for principals and provides principal authentication to other service providers within a federation, such as with web browser profiles.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Initial SOAP Sender,The SOAP sender that originates a SOAP message at the starting point of a SOAP message path. [WSGloss],https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: WSGloss
"Login, Logon, Sign-On","The process whereby a user presents credentials to an authentication authority, establishes a simple session, and optionally establishes a rich session.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
"Logout, Logoff, Sign-Off",The process whereby a user signifies desire to terminate a simple session or rich session.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Markup Language,"A set of XML elements and XML attributes to be applied to the structure of an XML document for a specific purpose. A markup language is typically defined by means of a set of XML schemas and accompanying documentation. For example, the Security Assertion Markup Language (SAML) is defined by two schemas and a set of normative SAML specification text.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Name Qualifier,A string that disambiguates an identifier that may be used in more than one namespace (in the federated sense) to represent different principals.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Namespace,This term is used in several senses in SAML:,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Party,"Informally, one or more principals participating in some process or communication, such as receiving an assertion or accessing a resource.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Persistent Pseudonym,A privacy-preserving name identifier assigned by a provider to identify a principal to a given relying party for an extended period of time that spans multiple sessions; can be used to represent an identity federation.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Policy Decision Point (PDP),"A system entity that makes authorization decisions for itself or for other system entities that request such decisions. [PolicyTerm] For example, a SAML PDP consumes authorization decision requests, and produces authorization decision assertions in response. A PDP is an “authorization decision authority”.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: PolicyTerm
Policy Enforcement Point (PEP),"A system entity that requests and subsequently enforces authorization decisions. [PolicyTerm] For example, a SAML PEP sends authorization decision requests to a PDP, and consumes the authorization decision assertions sent in response.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: PolicyTerm
Principal,A system entity whose identity can be authenticated. [X.811],https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: X.811
Principal Identity,"A representation of a principal’s identity, typically an identifier.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Profile,A set of rules for one of several purposes; each set is given a name in the pattern “xxx profile of SAML” or “xxx SAML profile”.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Provider,A generic way to refer to both identity providers and service providers.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Proxy,An entity authorized to act for another.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Proxy Server,"A computer process that relays a protocol between client and server computer systems, by appearing to the client to be the server and appearing to the server to be the client. [RFC2828]",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: RFC2828
Pull,To actively request information from a system entity.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Push,To provide information to a system entity that did not actively request it.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Relying Party,"A system entity that decides to take an action based on information from another system entity. For example, a SAML relying party depends on receiving assertions from an asserting party (a SAML authority) about a subject.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
"Requester, SAML Requester","A system entity that utilizes the SAML protocol to request services from another system entity (a SAML authority, a responder). The term “client” for this notion is not used because many system entities simultaneously or serially act as both clients and servers. In cases where the SOAP binding for SAML is being used, the SAML requester is architecturally distinct from the initial SOAP sender.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Resource,"Data contained in an information system (for example, in the form of files, information in memory, etc), as well as: SAML uses resource in the first two senses, and refers to resources by means of URI references.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
"Responder, SAML Responder","A system entity (a SAML authority) that utilizes the SAML protocol to respond to a request for services from another system entity (a requester). The term “server” for this notion is not used because many system entities simultaneously or serially act as both clients and servers. In cases where the SOAP binding for SAML is being used, the SAML responder is architecturally distinct from the ultimate SOAP receiver.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Role,"Dictionaries define a role as “a character or part played by a performer” or “a function or position.” System entities don various types of roles serially and/or simultaneously, for example, active roles and passive roles. The notion of an Administrator is often an example of a role.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
SAML Authority,"An abstract system entity in the SAML domain model that issues assertions. See also attribute authority, authentication authority, and policy decision point (PDP).",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Security,"A collection of safeguards that ensure the confidentiality of information, protect the systems or networks used to process it, and control access to them. Security typically encompasses the concepts of secrecy, confidentiality, integrity, and availability. It is intended to ensure that a system resists potentially correlated attacks. [CyberTrust]",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: CyberTrust
Security Architecture,"A plan and set of principles for an administrative domain and its security domains that describe the security services that a system is required to provide to meet the needs of its users, the system elements required to implement the services, and the performance levels required in the elements to deal with the threat environment. A complete security architecture for a system addresses administrative security, communication security, computer security, emanations security, personnel security, and physical security, and prescribes security policies for each. A complete security architecture needs to deal with both intentional, intelligent threats and accidental threats. A security architecture should explicitly evolve over time as an integral part of its administrative domain’s evolution. [RFC2828]",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: RFC2828
Security Assertion,"An assertion that is scrutinized in the context of a security architecture. The set of specifications describing security assertions that are encoded in XML, profiles for attaching the assertions to various protocols and frameworks, the request/response protocol used to obtain the assertions, and bindings of this protocol to various transfer protocols (for example, SOAP and HTTP).",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
SAML Artifact,"A small, fixed-size, structured data object pointing to a typically larger,variably-sized SAML protocol message. SAML artifacts are designed to be embedded in URLs and conveyed in HTTP messages, such as HTTP response messages with ""3xx Redirection"" status codes, and subsequent HTTP GET messages. In this way, a service provider may indirectly, via a user agent, convey a SAML artifact to another provider, who may subsequently dereference the SAML artifact via a direct interaction with the supplying provider, and obtain the SAML protocol message. Various characteristics of the HTTP protocol and user agent implementations provided the impetus for concocting this approach. The HTTP Artifact binding section of [SAMLBind] defines both the SAML Artifact format and the SAML HTTP protocol binding incorporating it.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: SAMLBind
Security Context,"With respect to an individual SAML protocol message, the message's security context is the semantic union of the message's security header blocks (if any) along with other security mechanisms that may be employed in the message's delivery to a recipient. With respect to the latter, an examples are security mechanisms employed at lower network stack layers such as HTTP, TLS/SSL, IPSEC, etc. With respect to a system entity, ""Alice"", interacting with another system entity, ""Bob"", a security context is nominally the semantic union of all employed security mechanisms across all network connections between Alice and Bob. Alice and Bob may each individually be, for example, a provider or a user agent. This notion of security context is similar to the notion of ""security contexts"" as employed in [RFC2743], and in the Distributed Computing Environment [DCE], for example.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,"references: DCE, RFC2743"
Security Domain,"An environment or context that is defined by security models and a security architecture, including a set of resources and set of system entities that are authorized to access the resources. One or more security domains may reside in a single administrative domain. The traits defining a given security domain typically evolve over time. [Taxonomy]",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: Taxonomy
Security Policy,"A set of rules and practices that specify or regulate how a system or organization provides security services to protect resources. Security policies are components of security architectures. Significant portions of security policies are implemented via security services, using security policy expressions. [RFC2828] [Taxonomy]",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,"references: RFC2828, Taxonomy"
Security Policy Expression,A mapping of principal identities and/or attributes thereof with allowable actions. Security policy expressions are often essentially access control lists. [Taxonomy],https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: Taxonomy
Security Service,"A processing or communication service that is provided by a system to give a specific kind of protection to resources, where said resources may reside with said system or reside with other systems, for example, an authentication service or a PKI-based document attribution and authentication service. A security service is a superset of AAA services. Security services typically implement portions of security policies and are implemented via security mechanisms. [RFC2828] [Taxonomy]",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,"references: RFC2828, Taxonomy"
Service Provider,A role donned by a system entity where the system entity provides services to principals or other system entities.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Session,"A lasting interaction between system entities, often involving a Principal, typified by the maintenance of some state of the interaction for the duration of the interaction.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Session Authority,A role donned by a system entity when it maintains state related to sessions. Identity providers often fulfill this role.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Session Participant,A role donned by a system entity when it participates in a session with at least a session authority.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Site,"An informal term for an administrative domain in geographical or DNS name sense. It may refer to a particular geographical or topological portion of an administrative domain, or it may encompass multiple administrative domains, as may be the case at an ASP site.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Subject,A principal in the context of a security domain. SAML assertions make declarations about subjects.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
"System Entity, Entity","An active element of a computer/network system. For example, an automated process or set of processes, a subsystem, a person or group of persons that incorporates a distinct set of functionality. [RFC2828] [SAMLAgree]",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,"references: RFC2828, SAMLAgree"
Time-Out,"A period of time after which some condition becomes true if some event has not occurred. For example, a session that is terminated because its state has been inactive for a specified period of time is said to “time out”.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Transient Pseudonym,A privacy-preserving identifier assigned by an identity provider to identify a principal to a given relying party for a relatively short period of time that need not span multiple sessions.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
Ultimate SOAP Receiver,"The SOAP receiver that is a final destination of a SOAP message. It is responsible for processing the contents of the SOAP body and any SOAP header blocks targeted at it. In some circumstances, a SOAP message might not reach an ultimate SOAP receiver, for example because of a problem at a SOAP intermediary. An ultimate SOAP receiver cannot also be a SOAP intermediary for the same SOAP message. [WSGloss]",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: WSGloss
User,A natural person who makes use of a system and its resources for any purpose [SAMLAgree],https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: SAMLAgree
Uniform Resource Identifier (URI),"A compact string of characters for identifying an abstract or physical resource. [RFC2396] URIs are the universal addressing mechanism for resources on the World Wide Web. Uniform Resource Locators (URLs) are a subset of URIs that use an addressing scheme tied to the resource’s primary access mechanism, for example, their network “location”.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: RFC2396
URI Reference,A URI that is allowed to have an appended number sign (#) and fragment identifier. [RFC2396] Fragment identifiers address particular locations or regions within the identified resource.,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: RFC2396
XML,"Extensible Markup Language, abbreviated XML, describes a class of data objects called XML documents and partially describes the behavior of computer programs which process them. [XML]",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,references: XML
XML Attribute,"An XML data structure that is embedded in the start-tag of an XML element and that has a name and a value. For example, the italicized portion below is an instance of an XML attribute: <Address AddressID=”A12345”>…</Address> See also attribute.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
XML Element,An XML data structure that is hierarchically arranged among other such structures in an XML document and is indicated by either a start-tag and end-tag or an empty tag. For example: <Address AddressID=”A12345”> <Street>105 Main Street</Street> <City>Springfield</City> <StateOrProvince> <Full>Massachusetts</Full> <Abbrev>MA</Abbrev> </StateOrProvince> <Post Code=”56789”/> </Address>,https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
XML Namespace,"A collection of names, identified by a URI reference, which are used in XML documents as element types and attribute names. An XML namespace is often associated with an XML schema. For example, SAML defines two schemas, and each has a unique XML namespace.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
XML Schema,"The format developed by the World Wide Web Consortium (W3C) for describing rules for a markup language to be used in a set of XML documents. In the lowercase, a “schema” or “XML schema” is an individual instance of this format. For example, SAML defines two schemas, one containing the rules for XML documents that encode security assertions and one containing the rules for XML documents that encode request/response protocol messages. Schemas define not only XML elements and XML attributes, but also datatypes that apply to these constructs.",https://docs.oasis-open.org/security/saml/v2.0/saml-glossary-2.0-os.pdf,
