term,definition,source_anchor,notes
Alignment,"The degree of agreement, conformance, and consistency among organizational purpose, vision and values; structures, systems, and processes; and individual skills and behaviors. GAO https://www.gao.gov/assets/2019-11/aga_2.pdf (p17 of 27)",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049689,context: General
Alternative Analysis,Breaking down a complex situation for the purpose of generating and evaluating different solutions and approaches. COV Project Management Standard CPM-112 (p24 of 58),https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049702,"context: Project Management, Technology Management"
American Standard Code for Information Interchange (ASCII),"ASCII (American Standard Code for Information Interchange) is a standard character encoding used in telecommunication. The ASCII pronounced 'ask-ee', is strictly a seven-bit code based on the English alphabet. ASCII codes are used to represent alphanumeric data. The code was first published as a standard in 1967. it was subsequently updated and published as ANSI X3.4-1968, then as ANSI X3.4-1977, and finally as ANSI X3.4-1986. Since it is a seven-bit code, it can at the most represent 128 characters. it currently defines 95 printable characters including 26 upper case letters (A to Z) , 26 lower case letters , 10 numerals (0 to 9) , and 33 special characters including mathematical symbols , punctuation marks , and space characters . They represent text in, telecommunications equipment, and devices. These include numbers, upper and lowercase English letters, functions, punctuation symbols, and some other symbols. In total, there are 256 ASCII characters, and can be broadly divided into three categories:",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049716,"context: General, Software"
Analysis,"The detailed study and examination of something, in order to discover more about it ( from Cambridge International Dictionary of English ). Analysis typically includes discovering parts of the item being studied, as well as how they fit together. An example is the study of schedule variances for cause, impact, corrective action, and results.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049728,context: General
ANSI,"A voluntary non-profit organization that administers, coordinates, and supports the U.S. voluntary consensus standards and conformity assessment system.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049740,context: General
APPC LU 6.2,"APPC allows user written programs to perform transactions in a Client-Server IBM network to access a CICS, in MVS ""batch"" through APPC/MVS, in VM/CMS, in AIX on the RS/6000, and on the AS/400. In computing , Advanced Program to Program Communication or APPC is a protocol which computer programs can use to communicate over a network . APPC is at the application layer in the OSI model , it enables communications between programs on different computers, from portables and workstations to midrange and host computers. APPC is defined as VTAM LU 6.2 ( Logical unit type 6.2 ). Logical Unit 6.2 is an IBM -originated communications protocol specification dating from 1974, and is part of IBM's Systems Network Architecture (SNA). A device-independent SNA protocol, it is used for peer-to-peer communications between two systems, for example, between a computer and a device ( e.g. terminal or printer), or between computers. LU6.2 is used by many of IBM's products, including Common Programming Interface for Communications Intersystem Communications (CICS ISC), and Information Management System , and also many non-IBM products.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049754,context: Software
Appliance,"Also known as a Computing Appliance or Hardware Appliance. Generally, a separate and discrete hardware device with integrated software (firmware), specifically designed to provide a specific computing resource. These are generally ""closed and sealed"" – not serviceable by the owner. The hardware and software are pre-integrated and pre-configured before delivery to the customer, to provide a ""turnkey"" solution to a particular problem. Unlike general purpose computers, appliances are generally not designed to allow the customers to change the software (including the underlying operating system), or to flexibly reconfigure the hardware.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049765,"context: Hardware, Hosting Options"
Appliance Server (also Server Appliance),"A specialized device designed for ease of installation and maintenance, which fulfills the traditional functions of an application, database, or web server. Purchased from a single vendor, these servers are delivered as a complete unit, with all of the required hardware and software components pre-installed and configured. It is intended to begin work almost immediately when attached to a network, with little additional configuration required.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049780,context: Hardware
Application,"An automated solution (computer program) designed to fulfill one or more business functions. It may be a single program designed for a single business function, or it may be a multi-module/program or multi-sub-system entity with modules/programs/components that support multiple business functions. An application may be purchased (COTS), custom- developed in-house, or reused from another entity.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049791,context: Software
Application Area,"A category of projects that have common components significant in such projects, but are not needed or present in all projects. Application areas are usually defined in terms of either the product (i.e., by similar technologies or production methods) or the type of customer (e.g., internal vs. external, government vs. commercial) or industry sector (i.e., utilities, automotive, aerospace, information technologies). Application areas often overlap.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049800,context: Project Management
Application Monitoring Dashboard,"A system that provides information about the metrics, usage, and performance of an application. Agencies should use a dashboard suited to the version, type, and deployment method of each application.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049815,context: General
Application Programming Interface (API),"An interface that a software program implements in order to allow other software to interact with it, much in the same way that software might implement a user interface in order to allow humans to use it. APIs are implemented by applications, libraries and operating systems to define how other software can make calls to or request services from them.[1][2][3] An API determines the vocabulary and calling conventions the programmer should employ to use the services. It may include specifications for routines, data structures, object classes, and protocols used to communicate between the consumer and implementer of the API.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049824,context: Software
Application System,"An interconnected set of information resources under the same direct management control that meets a defined set of business needs. Application, Support System, and Information Technology (IT) System.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049837,context: Software
Approve,"To accept as satisfactory. Approval implies that the item approved has the endorsement of the approving entity. The approval may still require confirmation by somebody else, as in levels of approval. In management use, the important distinction is between approved and authorized. See authorization. SECTION 1 (michigan.gov) p4 of 23",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049848,context: Project Management
Architectural Significance,"A concern, problem, or system element that has a wide impact on the structure of a system, or on its important quality properties such as performance, scalability, security, reliability, or evolvability.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049858,context: Enterprise Architecture
Architecture Overview Document (AOD),"The Architecture Overview Document (AOD) templates help suppliers document their architectures in a way that reviewers can determine if the architecture is in compliance. The Architecture Overview Document (AOD) is split into 3 sections to be completed at different times in the lifecycle of service deployment. Each architecture will include a High-Level Section (HLS), a Detailed Design Section (DDS), and an As Built Section (ABS).",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049869,context: Enterprise Architecture
ARDIS,"A company that provides a cellular packet-switched radio data service in the U.S. Now completely owned by Motorola. (It used to be a joint venture with IBM.) Initially (1984), the network was designed by Motorola for IBM field service technicians. The radio protocol is proprietary (designed by IBM and Motorola). Has about 34,000 subscribers, about 10 times the number that RAM Mobile has. Data transmission is at 4,800 bits/s (using 240-byte packets, resulting in about 2,000 to 3,000 bits/s of user-data throughput) or 19,200 bits/s (in larger U.S. centers) using 512-byte packets, resulting in up to 8,000 bits/s of user-data throughput. Usage charges are per kbyte of data transferred. Sometimes called Datatac. Competes with RAM Mobile Data's Mobitex system and CDPD. Ardis is at http://www.ardis.com/. (Taken from O’Reilly)",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049880,
Areas of Responsibility,"Used to define the person or organizational entity responsible for specific policy areas, processes, and procedures as identified. SECTION 1 (michigan.gov) p4 of 23",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049891,context: Project Management
Arrow Diagramming Method (ADM),"A schedule network diagramming technique in which schedule activities are represented by arrows. The tail of the arrow represents the start, and the head represents the finish of the scheduled activity. Schedule activities are connected at points called nodes (usually drawn as small circles) to illustrate the sequence in which the schedule activities are expected to be performed. SECTION 1 (michigan.gov) p4 of 23",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049902,context: Project Management
Artificial Intelligence (AI),"1. The simulation of human intelligence processes by machines, especially computer systems, such that it can adapt and learn on its own using machine learning algorithms that can analyze large volumes of training data to identify correlations, patterns, and other metadata that can be used to develop a model that can make predictions or recommendations based on future data inputs. 2. Refers to the simulation of human intelligence in machines that are programmed to think like humans and mimic their actions. 1. Artificial Intelligence | Virginia IT Agency 2. EA-Solution-Data-Availability-Requirements.pdf (virginia.gov)",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049912,context: Technology Management
As-A-Service,"A technology solution where (1) the management of all layers beneath the offering in the technology stack is the responsibility of the service provider and (2) the pricing is metered or subscription-based. Also known as ""X as a Service"" or ""* as a Service"".",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049921,context: Hosting Options
As-Built Section (ABS),"VITA EA: Architecture Overview Document (AOD) is split into 3 sections to be completed at different times in the lifecycle of service deployment. Each architecture will include a High-Level Section (HLS), Detailed Design Section (DDS), and an As Built Section (ABS). As-Built Section (ABS) - Contains any variances from the Detailed Design Section (DDS) and their configurations. It needs to be completed prior to project closeout. Ideally this section is just a check off of the approved design, but sometimes there is a reason to vary from it. The purpose of this section is to capture variations from the approved architecture and designs so that if there is a need to rebuild this system from scratch, we have the knowledge. General: A description of the state of an IT system as implemented. Where a provides the technical specification of a system to be constructed, an As-Built Document outlines the deployed system in detail, including hardware specifications, serial numbers, MAC & WWN addresses, host and domain names, software versions, patch levels, configuration settings, and system resources. It is not a Runbook, which is a procedural guide for how to install and configure a system, and to maintain it at runtime.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049930,"context: Enterprise Architecture, General, Technology Management"
Asset,"Any software, data, hardware, administrative, physical, communications, or personnel resources.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049939,"context: General, Technology Management"
Assumptions,"Factors that, for planning purposes, are considered to be true, real, or certain without proof or demonstration.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049947,context: Project Management
Assurance,Measurement of confidence in a control or activity.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049954,context: Information Systems Security
Asynchronous Mirroring,Data to be stored are written synchronously (with acknowledgment to the application) to a cache resource and then written asynchronously (without acknowledgment) to a primary store and a mirrored (copy of the primary) store.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049963,context: Software
Asynchronous Transfer Mode (ATM),"A cell switching technology that transports data at high speeds in small, uniform cells (packets). ATM may be used in LAN and WAN communications.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049970,"context: General, Software"
Asynchronous/ Connectionless Communication,A program-to-program communication model that does not block any of the communicating partners and that allows for time independent interactions,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049977,"context: General, Software"
ATM/SONET,Asynchronous Transfer Mode (ATM) cells carried over Synchronous Optical Network (SONET) packets.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049984,"context: General, Software"
Attachment,"Attachments are files embedded within online communication channels such as emails, instant messages, or social networks. File attachments can come in any form, such as images, documents, or programs. A paper clip image often symbolizes the presence of attachments in messages.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049992,"context: General, Software, Technology Management"
Attack,An attempt to bypass security controls on an information system in order to compromise the data.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1049999,context: Information Systems Security
Authenticate,"Verifying the identity of a user, process, or device, often as a prerequisite to allowing access to resources in an information system. To determine that something is genuine. To reliably determine the identity of a communicating party or device. Sources: NIST SP 1800-10B under Authentication from FIPS 200 NIST SP 1800-21C under Authenticate NIST SP 800-128 under Authentication from FIPS 200 NIST SP 800-137 under Authentication from FIPS 200 NIST SP 800-18 Rev. 1 under Authentication NIST SP 800-30 Rev. 1 under Authentication from FIPS 200 NIST SP 800-39 under Authentication from FIPS 200 NIST SP 800-60 Vol. 1 Rev. 1 under Authentication from FIPS 200 NIST SP 800-60 Vol. 2 Rev. 1 under Authentication from FIPS 200",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1050006,context: Information Systems Security
Authentication,"The process of verifying an identity of a user to determine the right to access specific types of data or IT systems. A security measure designed to protect a communications system against acceptance of fraudulent transmission or simulation by establishing the validity of a transmission, message, originator, or a means of verifying an individual's eligibility to receive specific categories of information. Sources: CNSSI 4009-2015 from CNSSI 4005 , NSA/CSS Manual Number 3-16 (COMSEC)",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1050013,context: Information Systems Security
Authorization,"(Context: Information Systems Security) - The process of granting access to data or information systems by the designated authority after proper identification and authentication. (Context: Technology Management) - The power granted by management to specified individuals allowing them to approve transactions, procedures, or total systems. (Context: Project Management) - In general, authorization is the power to make decisions that the management grants. The specific remit for authorization varies on a case-by-case basis . Information Systems Security: authorization - Glossary | CSRC (nist.gov) Project Management: The Complete Glossary of Project Management Terms |Smartsheet",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1050019,"context: Information Systems Security, Project Management, Technology Management"
Authorization Boundary,"All components of an information system to be authorized for operation by an authorizing official and exclude separately authorized systems, to which the information system is connected.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1050026,context: Information Systems Security
Authorized Work,An effort that has been approved by a higher authority and may or may not be defined.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1050033,context: Project Management
Availability,Protection of information systems and data so that they are accessible to authorized users when needed without interference or obstruction.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1050040,context: Information Systems Security
Availability Zone (AZ),"An availability zone (AZ) is a subdivision within a cloud region that is designed to maximize fault tolerance and availability. AZs are made up of one or more data centers that are separated by significant distances, often miles apart. This separation reduces the likelihood that more than one AZ will be affected by a disaster, such as a power outage or natural disaster.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/a/#1050045,"context: Data Center Facility, Technology Management"
Backbone,A high-speed computer network designed to interconnect lower-speed networks or clusters of dispersed user devices.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049212,context: Hardware
Backplane,A backplane is an electronic circuit board containing circuitry and sockets into which additional electronic devices on other circuit boards or card can be plugged.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049236,context: Hardware
Backup as a Service (BaaS),"A method of offsite data storage in which files, folders, or the entire contents of a hard drive are regularly backed up by a service vendor to a remote secure cloud-based data repository over a network connection.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049259,"context: Software, Technology Management"
Backup Retention,"The act of retaining backups over a determined period of time , to provide for optional recovery points for restoring a system or data set.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049283,"context: Software, Technology Management"
Backup Service Provider,"Provides backup services to an application, service or data center infrastructure that uses software to capture backups of data.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049305,"context: Data Center Facility, Software, Technology Management"
Backward Pass,The calculations of late finish dates and late start dates for the uncompleted portions of all scheduled activities. Determined by working backward through the schedule network logic from the project’s end date. The end date may be calculated in a forward pass or set by the customer or sponsor.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049327,context: Project Management
Bandwidth,"The carrying capacity of a circuit, usually measured in bits per second for digital circuits or hertz for analog circuits. What are the available bandwidth options? Broadband Internet Services - FAQs | Virginia IT Agency",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049346,context: Hardware
Bar Chart,"A graphic display of schedule-related information. In the typical bar chart, schedule activities or work breakdown structure components are listed down the left side of the chart, dates are shown across the top, and activity durations are shown as date-placed horizontal bars. Also called a Gantt chart.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049365,context: Project Management
Base Image,"An image is a copy of the configured operating system and software on the desktop, notebook or other device. It indicates a starting point for a hard disk image that may be used as is or further modified to meet agency user needs, with users placed in as large a group as possible based on commonality of requirements. p19 of 67: Platform-Domain-Report.pdf (virginia.gov)",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049382,"context: Software, Technology Management"
Baseline,"1. The approved time-phased plan (for a project, a work breakdown structure component, a work package, or a scheduled activity), plus or minus approved project scope, cost, schedule, and technical changes. Generally, refers to the current baseline but may refer to the original or some other baseline. Usually used with a modifier (e.g., cost baseline, schedule baseline, performance measurement baseline, technical baseline). 2. A baseline is defined as a time-based standard against which performance is measured. 1. Project Management Institute (PMI) Terms (certificationacademy.com) 2. What is a Project Baseline? (projectengineer.net) COV Project Management Standard - COV Project Management Standard (CPM 112) (virginia.gov) | https://www.vita.virginia.gov/media/vitavirginiagov/it-governance/psgs/pdf/COV-Project-Management-Standard-CPM-112.pdf",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049406,context: Project Management
Baseline Security Configuration,The minimum set of security controls that must be implemented on all information systems of a particular type.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049425,"context: Information Systems Security, Technology Management"
Baselining,"1. Obtaining data on the current process that provides the metrics against which to compare improvements and to use in benchmarking. 2. In IT management, a baseline is the expected values or conditions against which all performances are compared. A baseline is a fixed reference point. From a project management perspective, the creation of baselines is considered as the official end of project planning and the start of project execution and control. Control of baselines is crucial for project and IT management. 1. GAO",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049445,"context: General, Technology Management"
