"term","definition","source_anchor","notes"
"Dependency, Integration","(CPANSec-2024) Software or service dependency used by the component author during any CI/CD pipeline actions, as part of the development of the software. Examples: vulnerability check actions on GitHub, commit messaging tools (like actions that report commits to an IRC channel)","https://security.metacpan.org/docs/glossary.html#dependency-integration","Note FIXME: The name of this type of dependency isn’t clear enough!"
"Dependency, Peer (Plugin, Compatibility)","(CPANSec-2025) A dependency where the depending component is a plugin requiring that a compatible plugin “host” component or API is available. Original concept described in (NODEJS-2013)","https://security.metacpan.org/docs/glossary.html#dependency-peer","(Ref: CPANSec-2025 , NODEJS-2013 )"
"Dependency, Transitive","(SCVS-2020) A software component that is indirectly used by a program by means of being a dependency of a dependency. | (NTIA-2021) Characterizing the relationship that if an upstream component X is included in software Y and component Z is included in component X then component Z is included in software Y. | (CPANSec-2024) Dependencies of transitive dependencies are also transitive dependencies (it’s dependencies all the way down!).","https://security.metacpan.org/docs/glossary.html#dependency-transitive","See also Dependency, Direct . || (Ref: SCVS-2020 , NTIA-2021 , CPANSec-2024 )"
"Dependency, Vendored-in (Bundled, Contained, Embedded, Included, Pre-resolved)","(CPANSec-2024) A dependency that is supplied as part of another software package, and therefore already resolved by the publisher of the package.","https://security.metacpan.org/docs/glossary.html#dependency-vendored","(Ref: CPANSec-2024 )"
"Dependency, Pinned at Source","","https://security.metacpan.org/docs/glossary.html#dependency-pinned-at-source-️","See Dependency, Vendored-in)"
"Dependency, Resolved at Source","","https://security.metacpan.org/docs/glossary.html#dependency-resolved-at-source-️","See Dependency, Vendored-in"
"Dependency (Injected)","(CPANSec-2024) A Dependency that is provided through other means than regular dependency resolution. e.g. A shared object library that is loaded using LD_PRELOAD . e.g. A CPAN module that is unexpectedly loaded from the current working directory in the cases when module search path @INC contains . .","https://security.metacpan.org/docs/glossary.html#dependency-injected",""
"Dependency, Phantom (Assumed, Implied, Unknown, Unstated)","(CPANSec-2024) A dependency that is used but not explicitly stated as required in the component or package metadata. A phantom dependency is a component that is required to perform an action or functionality, but has not been explicitly stated as required. An phantom dependency should be considered as a bug in the component metadata, and corrected as soon as possible. If a dependency has to be assumed or implied due to lacking capabilities in the tooling used to create the component or package, this should be considered as a bug in the tooling.","https://security.metacpan.org/docs/glossary.html#dependency-phantom","Note FIXME: Expand on this topic || (Ref: CPANSec-2024 )"
"Dependency, Detected during Analysis","(CPANSec-2024) A previously unknown dependency that was discovered during software dependency analysis.","https://security.metacpan.org/docs/glossary.html#dependency-detected-during-analysis-️","See Dependency Phantom (Assumed, Implied, Unknown, Unstated) || (Ref: CPANSec-2024 )"
"Dependency, Optional","","https://security.metacpan.org/docs/glossary.html#dependency-optional","Note FIXME: Expand on this topic || See also Dependency (Static)"
"Dependency, Unresolved (Required)","","https://security.metacpan.org/docs/glossary.html#dependency-unresolved","See Requirement"
"Dependency, Resolved during Configuration","","https://security.metacpan.org/docs/glossary.html#dependency-configuration-time","Note FIXME: Expand on this topic"
"Dependency, Resolved during Build","","https://security.metacpan.org/docs/glossary.html#dependency-build-time","Note FIXME: Expand on this topic"
"Dependency, Pinned during Build","","https://security.metacpan.org/docs/glossary.html#dependency-build-pinned","Note FIXME: Expand on this topic"
"Dependency, Resolved during Deploy","","https://security.metacpan.org/docs/glossary.html#dependency-deploy-time","Note FIXME: Expand on this topic"
"Dependency, Resolved at Runtime","","https://security.metacpan.org/docs/glossary.html#dependency-runtime","Note FIXME: Expand on this topic"
"Dependency, In-ecosystem (Native)","","https://security.metacpan.org/docs/glossary.html#dependency-in-ecosystem","Note FIXME: Expand on this topic || See Dependency (Out-of-ecosystem)"
"Dependency, Out-of-ecosystem (Non-native)","","https://security.metacpan.org/docs/glossary.html#dependency-out-of-ecosystem","Note FIXME: Expand on this topic || See also Dependency (In-ecosystem)"
"Dependency, Service","(CPANSec-2024) A network service dependency that are required for component to function as expected | (PCISSF-2023) Required by the PCI Software Security Framework version 1.2.1","https://security.metacpan.org/docs/glossary.html#dependency-service","Note FIXME: Expand on this topic || (Ref: CPANSec-2024 , PCISSF-2023 )"
"Dependency, Static","","https://security.metacpan.org/docs/glossary.html#dependency-static","Note FIXME: Expand on this topic || See also Dependency (Dynamic)"
"Dependency, Dynamic","","https://security.metacpan.org/docs/glossary.html#dependency-dynamic-1","Note FIXME: Expand on this topic || See also Dependency (Static)"
"Dependency, Virtual","(CPANSec-2024) A dependency that is present, but cannot be represented by an actual software package. e.g. The OS kernel and base file-system and services that have to be in place before the first regular package may be installed.","https://security.metacpan.org/docs/glossary.html#dependency-virtual","Note FIXME: Expand on this topic || (Ref: CPANSec-2024 )"
"Dependency, Zombie (Unused)","(CPANSec-2024) A dependency that has been resolved and installed, but is not in use anywhere (any more). May be a build artifact left over after earlier stages in the build process (e.g. development, configure, or testing) May be misused or exploited for downgrade attacks or expose other vulnerabilities or sensitive data. Recommended to be removed before deployment or packaging.","https://security.metacpan.org/docs/glossary.html#dependency-zombie","(Ref: CPANSec-2024 )"
"Requirement","(CPANSec-2024) A dependency that that needs to be resolved (be made available) for a software component to function as expected. Requirements are expected to be resolved by the Builder, Packager or Integrator of the component. An unresolved dependency has always a version constraint associated with it (implied or explicitly), to be used during dependency resolution. Also referred to as a “prereq”, “dependency”.","https://security.metacpan.org/docs/glossary.html#requirement","See Also Dependency || (Ref: CPANSec-2024 )"
"Pre-Requirement","","https://security.metacpan.org/docs/glossary.html#pre-requirement","See Requirement"
"Provider (Ecosystem Role)","(CPANSec-2024) The Role that is tasked with ensuring a component artifact is available for download by anyone downstream This term is in place of the term Distributor when referring to Open Source Ecosystem component suppliers. This is to disambiguate from the term Distributor in the context of the EU Cyber Resilience Act. If SBOM metadata is expected to accompany the packages or containers in question, the Provider makes sure this happens.","https://security.metacpan.org/docs/glossary.html#provider","Note Package Providers are responsible for making packages or containers that Patchers and Packagers produce, and ensure these are made available in a reliable way for downstream users, possibly in accordance with a Curator’s requirements. e.g. by setting up and managing a Debian APT repository, or a CPAN mirror, or a Docker container registry, or similar. || See also: Provider in the Supply Chain Distributor in the Supply Chain || (Ref: CPANSec-2024 , Distributor )"
"Distributor (CRA)","(CRA-2024-03) A natural or legal person in the supply chain, other than the manufacturer or the importer, that makes a product with digital elements available on the Union market without affecting its properties. | (EUBG-2022-3) The distributor is a natural or a legal person in the supply chain, other than the manufacturer or the importer, who makes a product available on the market. Distributors are subject to specific obligations and have a key role to play in the context of market surveillance.","https://security.metacpan.org/docs/glossary.html#distributor","Caution (CPANSec-2024) The Cyber Resilience Act defines a distributor as someone who does not Substantially Modify a package/component. (CRA-2024-03 Article 21, 22) This means if an Importer or Distributor applies a patch with Substantial Modifications , they are to be treated as a Manufacturer , including any consequences this may entail. (CPANSec-2024) To disambiguate, we recommend Open Source Supply-chain Roles like this to be referred to as Provider || See also: Provider || (Ref: CRA-2024-03 , EUBG-2022-3 , CPANSec-2024 )"
"Downstream","(NTIA-2021) Referring to how a component is subsequently used in other pieces of software at a later stage in the supply chain.","https://security.metacpan.org/docs/glossary.html#downstream","(Ref: NTIA-2021 )"
"Economic operator (CRA)","(CRA-2024-03) The Manufacturer , the authorised representative, the Importer , the Distributor , or other natural or legal person who is subject to obligations in relation to the manufacture of products with digital elements or to the making available of products on the market in accordance with [the Cyber Resilience Act].","https://security.metacpan.org/docs/glossary.html#economic-operator-cra","(Ref: CRA-2024-03 )"
"Electronic information system (CRA)","(CRA-2024-03) A system, including electrical or electronic equipment, capable of processing, storing or transmitting digital data.","https://security.metacpan.org/docs/glossary.html#electronic-information-system-cra","(Ref: CRA-2024-03 )"
"End-user","(NTIA-2021) Entity that obtains SBOMs. An entity can be both a supplier and consumer, using components with SBOM data in its own software, which is then passed downstream. An “end-user” consumer (that is not also a supplier) may also be called an operator or a leaf entity. | (EUBG-2022-3) The end user is any natural or legal person residing or established in the European Union, to whom a product has been made available either as a consumer outside of any trade, business, craft or profession or as a professional end user in the course of its industrial or professional activities. Many products covered by European Union product harmonisation legislation are used at work and thus also subject to Union safety at work legislation.","https://security.metacpan.org/docs/glossary.html#end-user","(Ref: NTIA-2021 , EUBG-2022-3 )"
"GrayPAN/GreyPAN","A GrayPAN is a publicly accessible CPAN, but published outside the CPAN infrastructure, resulting in a codebase that is factually public, but functionally non existent from the perspective of CPAN (e.g. own index). (Ref About the various PANs )","https://security.metacpan.org/docs/glossary.html#greypan",""
"Hardware","(CRA-2024-03) A physical electronic information system, or parts thereof capable of processing, storing or transmitting digital data.","https://security.metacpan.org/docs/glossary.html#hardware","(Ref: CRA-2024-03 )"
"Importer (CRA)","(CRA-2024-03) A natural or legal person established in the Union who places on the market a product with digital elements that bears the name or trademark of a natural or legal person established outside the European Union. | (EUBG-2022-3) The importer is a natural or legal person established in the Union who places a product from a third country on the EU market. [Their] obligations build on the obligations of the manufacturer.","https://security.metacpan.org/docs/glossary.html#importer-cra","(Ref: CRA-2024-03 , EUBG-2022-3 )"
"Life-cycle Phase","(NTIA-2021) The stage in the software life-cycle where an SBOM is generated (e.g. from source, at the time of build or packaging, or from a built executable). | (CycloneDX-2024) Lifecycles communicate the stage(s) in which data in the BOM was captured. Different types of data may be available at various phases of a lifecycle, such as the Software Development Lifecycle (SDLC), IT Asset Management (ITAM), and Software Asset Management (SAM). Thus, a BOM may include data specific to or only obtainable in a given lifecycle. | (CPANSec-2025) The stage in a software life, from conception as an idea to deprecation and decommissioning. Many different software “stages” or “phases” can be found throughout it’s life, so calling something a “Life-cycle Phase” isn’t always easily distinguishable. Application life-cycle phases, Publishing life-cycle phases, Packaging life-cycle phases, SBOM life-cycle phases, etc.","https://security.metacpan.org/docs/glossary.html#life-cycle-phase","(Ref: NTIA-2021 ) || See also SBOM Types"
"Making available on the market (CRA)","(CRA-2024-03) The supply of a product with digital elements for distribution or use on the European Union market in the course of a commercial activity, whether in return for payment or free of charge. | (EUBG-2022-2, Chapter 2.2) A product is made available on the market when supplied for distribution, consumption or use on the Union market in the course of a commercial activity, whether in return for payment or free of charge. The concept of making available refers to each individual product. A product is made available on the market when supplied for distribution, consumption or use on the Union market in the course of a commercial activity, whether in return for payment or free of charge. Such supply includes any offer for distribution, consumption or use on the Union market which could result in actual supply in relation to products already manufactured (e.g. an invitation to purchase, advertising campaigns).","https://security.metacpan.org/docs/glossary.html#making-available-on-the-market-cra","Note FIXME: Expand on this topic FIXME: Add some clarification regarding Manufacturers, Importers, Distributors and Open Source Stewards. || (Ref: CRA-2024-03 , EUBG-2022-2 )"
"Manufacturer (CRA)","(CRA-2024-03) Any natural or legal person who develops or manufactures products with digital elements or has products with digital elements designed, developed or manufactured, and markets them under his or her name or trademark, whether for payment, monetisation or free of charge. | (EUBG-2022-3, Chapter 3.1) The manufacturer is any natural or legal person who manufactures a product or has a product designed or manufactured, and places it on the market under his own name or trademark. The manufacturer is responsible for the conformity assessment of the product and is subject to a series of obligations including traceability requirements. When placing a product on the Union market, the responsibilities of a manufacturer are the same whether he is established outside the European Union or in a Member State. The manufacturer must cooperate with the competent national authorities in charge of market surveillance in case of a product presenting a risk or being non-compliant.","https://security.metacpan.org/docs/glossary.html#manufacturer-cra","(Ref: CRA-2024-03 , EUBG-2022-3 )"
"Open-source software","(NTIA-2021) Software that can be accessed, used, modified, and shared by anyone.","https://security.metacpan.org/docs/glossary.html#open-source-software","(Ref: NTIA-2021 )"
"Open source software steward (CRA)","(CRA-2024-03) Any legal person, other than a manufacturer , which has the purpose or objective to systematically provide support on a sustained basis for the development of specific products with digital elements qualifying as free and open source software that are intended for commercial activities, and ensures the viability of those products.","https://security.metacpan.org/docs/glossary.html#oss-steward","Note FIXME: Expand on this topic FIXME: This is a definition that was added to the CRA on 2023-12-20, meaning it may change in the final version of the regulation. || (Ref: CRA-2024-03 )"
"Package","(SLSA-2023) [An] Artifact that is “published” for use by others. In the model, it is always the output of a build process, though that build process can be a no-op. E.g. a Docker image (package) distributed on DockerHub (platform). E:g. a ZIP file containing source code is a package, not a source, because it is built from some other source, such as a git commit. | (CPANSec-2024) An identifiable unit of software intended for distribution, ambiguously meaning either an “artifact” or a “package name”. Only use this term when the ambiguity is acceptable or desirable.","https://security.metacpan.org/docs/glossary.html#package","(Ref: SLSA-2023 , CPANSec-2024 )"
"Package manager","(SCVS-2020, CDXAG-2025) A distribution mechanism that makes software artifacts discoverable by requesters. | (CPANSec-2024) A distribution mechanism that makes software artifacts discoverable and installable by users of a specific package ecosystem.","https://security.metacpan.org/docs/glossary.html#package-manager","(Ref: SCVS-2020 , CDXAG-2025 , CPANSec-2024 )"
"Package URL (PURL)","(SCVS-2020, CDXAG-2025) An ecosystem-agnostic specification which standardizes the syntax and location information of software components. (CPANSec-2024) The PURL spec can be found in GitHub . As it is an open source project it is constantly evolving.","https://security.metacpan.org/docs/glossary.html#purl","(Ref: SCVS-2020 , CDXAG-2025 , CPANSec-2024 )"
"Pedigree","(SCVS-2020, CDXAG-2025) Data which describes the lineage and/or process for which software has been created or altered. | (NTIA-2021) Data on the origins of components that have come together to make a piece of software and the process under which they came together. This could include data beyond the minimum elements, such as compiler details and settings.","https://security.metacpan.org/docs/glossary.html#pedigree","(Ref: SCVS-2020 , CDXAG-2025 , NTIA-2021 )"
"Placing on the market (CRA)","(CRA-2024-03) The first making available of a product with digital elements on the Union market. | (EUBG-2022-2, Chapter 2.3) A product is placed on the market when it is made available for the first time on the Union market. According to Union harmonisation legislation, each individual product can only be placed once on the Union market. * Products made available on the market must comply with the applicable Union harmonisation legislation at the moment of placing on the market.","https://security.metacpan.org/docs/glossary.html#placing-on-the-market-cra","(Ref: CRA-2024-03 , EUBG-2022-2 )"
"Point of origin","(SCVS-2020, CDXAG-2025) The supplier and associated metadata from which a software component has been procured, transmitted, or received. Package repositories, release distribution platforms, and version control history are examples of various points of origin. | (CPANSec-2024) Discouraged term – Confusing definition, having common meaning with both Source , Manufacturer and Distributor .","https://security.metacpan.org/docs/glossary.html#point-of-origin","(Ref: SCVS-2020 , CDXAG-2025 , CPANSec-2024 )"
"Presumption of Conformity (CRA)","(EUBG-2022-4, Chapters 4.1.2.2, 4.1.2.3) The terms ‘standard’, ‘national standard’, ‘European standard’, ‘harmonised standard’ and ‘international standard’ are subject to concrete definitions in Article 2 of Regulation (EU) No 1025/2012. Standards are technical specifications and are therefore useful and effective in promoting and disseminating good technical practises and technical solutions. Standards are in themselves of voluntary application. Harmonised standards are European standards adopted on the basis of a request made by the Commission for the application of Union harmonisation legislation. If references of harmonised standards have been published in the Official Journal of the European Union (OJEU), they provide a presumption of conformity with the essential or other legislative requirements they aim to cover.","https://security.metacpan.org/docs/glossary.html#presumption-of-conformity-cra","Caution FIXME: Find a better definition! The one in the Blue Guide is more of an explanation with context. In the meantime, please read the Blue Guide text. || (Ref: CRA-2024-03 , EUBG-2022-4 )"
"Procurement","(SCVS-2020, CDXAG-2025) The process of agreeing to terms and acquiring software or services for later use. (CPANSec-2024) This includes agreeing to Open Source licenses.","https://security.metacpan.org/docs/glossary.html#procurement","(Ref: SCVS-2020 , CDXAG-2025 , CPANSec-2024 )"
"Product","(CPANSec-2024) A release of a project codebase that has been made ready for easy deployment and use, and that is made available, marketed or sold with a recognizable name or trademark. Please note that a Product is distinct from a Project , in that a Product’s technology, creation, maintenance, sustainability or governance is not central factors during procurement. If a Product’s technology, creation, maintenance, sustainability or governance is in-scope during procurement, then one should instead consider the underlying Project for these selection criteria.","https://security.metacpan.org/docs/glossary.html#product","See also: Project || (Ref: CPANSec-2024 )"
"Product with digital elements (CRA)","(CRA-2024-03) A software or hardware product and its Remote Data Processing solutions, including software or hardware components being placed on the market separately.","https://security.metacpan.org/docs/glossary.html#pde","(Ref: CRA-2024-03 )"
"Project","(CPANSec-2024) the social and technical organization around a codebase which works on and decides how it is developed over time. A project has a name, a maintainer and a repository for collaboration, and may have one or more co-maintainers (possibly constituting a “core” of the Project) that help take care of the codebase. Other important features include the Project’s license, governance structures, language, ecosystem, community and culture. If the Project’s license is recognized by the Open Source Initiative as an Open Source license, then the project is an Open Source Project.","https://security.metacpan.org/docs/glossary.html#project","(Ref: CPANSec-2024 )"
"Project Roles","","https://security.metacpan.org/docs/glossary.html#project-roles","These are roles that may be found in Open Source projects."
"Project Lead (Project Role)","A person who is in charge of a project. | (CPANSec-2024) Discouraged, due to lack of precision and confusion with common usage i commercial settings. Instead, use terms like Author , Maintainer or Owner .","https://security.metacpan.org/docs/glossary.html#project-lead","(Ref: CPANSec-2024 )"
"Release Manager (Project Role)","","https://security.metacpan.org/docs/glossary.html#release-manager-project-role","Note FIXME: Expand on this topic"
"Contributor (Project Role)","","https://security.metacpan.org/docs/glossary.html#packager","Note FIXME: Expand on this topic"
"Packager (Project Role)","","https://security.metacpan.org/docs/glossary.html#packager","Note FIXME: Expand on this topic"
"Custodian (Project Role)","(CPANSec-2024) A role that operates as a temporary replacement of a Maintainer , or Owner , or works on their behalf in the case they are not available, or the project does not have any. Operates on behalf of a Maintainer in a Language Ecosystem or Package Ecosystem . A type of low-effort Maintainer with reduced responsibilities, working as a stand-in of the actual Maintainer. Cares about the continued security posture of the project. Concerned mostly with updating dependencies or applying security fixes. * May step in on behalf of the Maintainer on behalf of the Language Ecosystem or Package Ecosystem where the component is published. * May step in on behalf of the Maintainer if they are unavailable or unresponsive. * May have repository commit privileges for the Maintainer ’s project. * May publish updates on behalf of the Maintainer .","https://security.metacpan.org/docs/glossary.html#custodian",""
"Provenance","(SCVS-2020, CDXAG-2025) The chain of custody and origin of a software component. Provenance incorporates the point of origin through distribution as well as derivatives in the case of software that has been modified. | (NTIA-2021) Data about the chain of custody of the software and all of the constituent components, potentially including data about the authors and locations from where the components were obtained. | (SLSA-2023) Attestation (metadata) describing how the outputs were produced, including identification of the platform and external parameters.","https://security.metacpan.org/docs/glossary.html#provenance","(Ref: SCVS-2020 , CDXAG-2025 , NTIA-2021 , SLSA-2023 )"
"Release","(CPANSec-2024) A named and versioned snapshot of the codebase, that is announced as suitable for general use (e.g. “is stable”), and possibly published through a public repository, a language or package ecosystem or, some other way.","https://security.metacpan.org/docs/glossary.html#release","(Ref: CPANSec-2024 )"
"Remote Data Processing (CRA)","(CRA-2024-03) Data processing at a distance the software for which is designed and developed by the manufacturer, or under the responsibility of the manufacturer, and the absence of which would prevent the product with digital elements from performing one of its functions.","https://security.metacpan.org/docs/glossary.html#remote-data-processing-cra","(Ref: CRA-2024-03 )"
"Repository","(CPANSec-2024) The tooling, storage, services and regime used for collaborating on improving a codebase over time, either locally or remotely across a network.","https://security.metacpan.org/docs/glossary.html#repository","(Ref: CPANSec-2024 )"
"Second-party component","","https://security.metacpan.org/docs/glossary.html#second-party-component","See Component, second-party ."
"SBOM (Software Bill of Materials)","(CRA-2024-03) A formal record containing details and supply chain relationships of components included in the software elements of a product with digital elements. | (SCVS-2020) A complete, formally structured, and machine-readable inventory of all software components and associated metadata, used by or delivered with a given piece of software. | (NTIA-2021) A formal record containing the details and supply chain relationships of various components used in building software. Software developers and vendors often create products by assembling existing open source and commercial software components. The SBOM enumerates these components in a product.","https://security.metacpan.org/docs/glossary.html#sbom","(Ref: CRA-2024-03 , SCVS-2020 , NTIA-2021 )"
"SBOM Attributes","","https://security.metacpan.org/docs/glossary.html#sbom-attributes",""
"SBOM Author Name (Attribute)","","https://security.metacpan.org/docs/glossary.html#sbom-author","Note FIXME: Expand on this topic || (Ref: CISA-2024-9 )"
"SBOM Timestamp (Attribute)","","https://security.metacpan.org/docs/glossary.html#sbom-timestamp","Note FIXME: Expand on this topic || (Ref: CISA-2024-9 )"
"SBOM Type (Attribute)","","https://security.metacpan.org/docs/glossary.html#sbom-type","Note FIXME: Expand on this topic || (Ref: CISA-2024-9 )"
"SBOM Primary Component (Attribute)","(CISA-2024-9) The Primary Component, or root of dependencies, is the subject of the SBOM or the foundational component being described in the SBOM. […] component attributes […] are also identified for this component, just as they are for the direct and transitive components.","https://security.metacpan.org/docs/glossary.html#sbom-primary-component","(Ref: CISA-2024-9 )"
"Component Name (Attribute)","","https://security.metacpan.org/docs/glossary.html#component-name","Note FIXME: Expand on this topic || (Ref: CISA-2024-9 )"
"Version (Attribute)","","https://security.metacpan.org/docs/glossary.html#version","Note FIXME: Expand on this topic || (Ref: CISA-2024-9 )"
"Supplier Name (Attribute)","","https://security.metacpan.org/docs/glossary.html#supplier-name","Note FIXME: Expand on this topic || (Ref: CISA-2024-9 )"
"Cryptographic Hash (Attribute)","","https://security.metacpan.org/docs/glossary.html#cryptographic-hash","Note FIXME: Expand on this topic || (Ref: CISA-2024-9 )"
"Unique Identifier (Attribute)","","https://security.metacpan.org/docs/glossary.html#unique-identifier","Note FIXME: Expand on this topic || (Ref: CISA-2024-9 )"
"Relationships (Attribute)","","https://security.metacpan.org/docs/glossary.html#relationships","Note FIXME: Expand on this topic || (Ref: CISA-2024-9 )"
"License (Attribute)","","https://security.metacpan.org/docs/glossary.html#license","Note FIXME: Expand on this topic || (Ref: CISA-2024-9 )"
"Copyright Holder (Attribute)","","https://security.metacpan.org/docs/glossary.html#copyright-holder","Note FIXME: Expand on this topic || (Ref: CISA-2024-9 )"
"SBOM Roles","(CPANSec-2024) A person, agent or actor that does something with an SBOM document, or with specific metadata attributes in an SBOM document. This may include operations like Creating, Updating, Verifying, Censoring or Sharing SBOM documents or attributes. | (CISA-2024-3) “Data is only good if it is in the hands of the right people.”","https://security.metacpan.org/docs/glossary.html#sbom-roles","(Ref: CISA-2024-3 )"
