term,definition,source_anchor,notes
Blocklist,A list of entities that are blocked or denied privileges or access.  Opposite of Allowlist,https://niccs.cisa.gov/resources/glossary#letter-b,
Blue Team,"A group that defends an enterprise's information systems when mock attackers (i.e., the Red Team) attack, typically as part of an operational exercise conducted according to rules established and monitored by a neutral group (i.e., the White Team). Also, a group that conducts operational vulnerability evaluations and recommends mitigation techniques to customers who need an independent technical review of their cybersecurity posture.",https://niccs.cisa.gov/resources/glossary#letter-b,
Bluejacking,"Bluejacking is the practice of sending unsolicited, anonymous messages to Bluetooth-enabled devices (phones, laptops) within a range of about 10–30 feet. Primarily used as a harmless prank or annoyance, it exploits the Object Exchange (OBEX) protocol to send vCard contact files containing text messages. While typically non-malicious, it can feel invasive",https://niccs.cisa.gov/resources/glossary#letter-b,
Bluesnarfing,"Bluesnarfing is a cyberattack that steals data from Bluetooth-enabled devices (phones, laptops) without the user's knowledge, exploiting vulnerabilities in the Bluetooth Object Exchange (OBEX) protocol. It allows attackers to download contacts, emails, text messages, and photos, often operating within a 10-15 meter range.",https://niccs.cisa.gov/resources/glossary#letter-b,
Bootkits,"A bootkit is a type of malware that infects a computer's boot process, giving the attacker control over the system. Bootkits are a major security threat because they can bypass standard security measures and remain hidden.",https://niccs.cisa.gov/resources/glossary#letter-b,
Bot,"A Bot is a software application programmed to perform automated, repetitive tasks over a network, often mimicking human behavior at high speeds. They are used for beneficial purposes like web indexing or customer service, but also for malicious activities like spamming or account hacking. Over 40% of web traffic is generated by bots. 
A member of a larger collection of compromised computers known as a botnet.",https://niccs.cisa.gov/resources/glossary#letter-b,
Bot Herder,"A bot herder (or botmaster) is a cybercriminal who controls a botnet—a network of compromised internet-connected devices (computers, smartphones, IoT gadgets). These devices, known as ""bots"" or ""zombies,"" are infected with malware that allows the bot herder to remotely command them to perform large-scale malicious activities, often without the owners' knowledge",https://niccs.cisa.gov/resources/glossary#letter-b,
Botmaster,"A botmaster is a cybercriminal who controls a botnet—a network of compromised internet-connected devices (computers, smartphones, IoT gadgets). These devices, known as ""bots"" or ""zombies,"" are infected with malware that allows the bot herder to remotely command them to perform large-scale malicious activities, often without the owners' knowledge",https://niccs.cisa.gov/resources/glossary#letter-b,
Botnet,"A botnet is a network of hijacked, internet-connected devices (computers, smartphones, IoT) infected with malware and controlled by a ""bot-herder"" to perform malicious tasks remotely. Used for DDoS attacks, spam, and data theft, they operate silently, often causing slow performance",https://niccs.cisa.gov/resources/glossary#letter-b,
Brute Force,"A brute force attack is a cryptographic hacking method where attackers use automated software to systematically guess all possible combinations of passwords, PINs, or encryption keys until the correct one is found. It relies on trial-and-error to gain unauthorized access to systems or data. While simple, these attacks are highly effective against weak or reused passwords.",https://niccs.cisa.gov/resources/glossary#letter-b,
Build Security In,"A set of principles, practices, and tools to design, develop, and evolve information systems and software that enhance resistance to vulnerabilities, flaws, and attacks.",https://niccs.cisa.gov/resources/glossary#letter-b,
Capability,"The means to accomplish a mission, function, or objective.",https://niccs.cisa.gov/resources/glossary#letter-c,
Capability Maturity Model (CMM),"Capability Maturity Models (CMM) are frameworks used to evaluate and improve organizational processes, moving them from chaotic, ad-hoc practices to disciplined, optimized, and continuously improved procedures.",https://niccs.cisa.gov/resources/glossary#letter-c,Acronym Expansion: Capability Maturity Model
Catphish,"Catfishing in cybersecurity is the creation of a fake online persona to deceive, exploit, or defraud victims, often for financial gain, data theft, or romance scams. Attackers steal identities to build trust on social media or dating apps, using tactics like grooming, extortion (sextortion), or phishing for corporate secrets",https://niccs.cisa.gov/resources/glossary#letter-c,
Centers of Academic Excellence (CAE),"Centers for Academic Excellence has become the National Centers of Academic Excellence in Cybersecurity (NCAE-C) program is managed by NSA's National Cryptologic School. Federal partners include the Cybersecurity and Infrastructure Security Agency (CISA), the Federal Bureau of Investigation (FBI), the National Institute of Standards and Technology (NIST)/National Initiative on Cybersecurity Education (NICE), the National Science Foundation (NSF), the Department of Defense Office of the Chief Information Officer (DoD-CIO), and U.S. Cyber Command (USCYBERCOM).",https://niccs.cisa.gov/resources/glossary#letter-c,
Central Intelligence Agency (CIA),"The Central Intelligence Agency (CIA) is an independent U.S. government agency established in 1947 responsible for gathering, analyzing, and disseminating foreign intelligence to support national security. It operates primarily overseas, conducting clandestine human source intelligence, counterintelligence, and covert actions at the direction of the President, rather than focusing on domestic law enforcement.",https://niccs.cisa.gov/resources/glossary#letter-c,
Certified Information Security Systems Professional - Information Security System Management Professional (CISSP-ISSMP),"Certified Information Security Systems Professional - Information Security System Management Professional (CISSP-ISSMP) is an advanced ISC2 certification specializing in establishing, presenting, and governing enterprise-wide information security programs. It is a management-focused concentration for CISSP holders, concentrating on leadership, risk management, and strategic security planning.",https://niccs.cisa.gov/resources/glossary#letter-c,
Certified Information Security Systems Professional - Information Systems Security Architecture Professional (CISSP-ISSAP),"Certified Information Security Systems Professional - Information Systems Security Architecture Professional (CISSP-ISSAP) is an advanced ISC2 certification for professionals who specialize in designing, developing, and analyzing security solutions. It validates expertise in aligning security infrastructure with organizational goals, focusing on risk-based guidance, and is considered a top-tier certification for security architects, engineers, and consultants.",https://niccs.cisa.gov/resources/glossary#letter-c,
Certified Internet of Things Security Practitioner (CIoTSP),"A Certified Internet of Things Security Practitioner (CIoTSP) is a vendor-neutral certification holder trained to secure IoT ecosystems against cyber threats. They possess skills to identify vulnerabilities, deploy risk management, secure data, and maintain device integrity across the entire IoT lifecycle.",https://niccs.cisa.gov/resources/glossary#letter-c,
Chief Information Officer (CIO),"The Chief Information Officer (CIO) drives cybersecurity strategy, governance, and risk management, embedding security into IT infrastructure while aligning it with business goals. While often partnering with a Chief Information Security Officer (CISO) for operational security, the CIO manages vendor security, compliance, and technological resilience",https://niccs.cisa.gov/resources/glossary#letter-c,
Cipher,"A cipher is a cryptographic algorithm that transforms intelligible information (plaintext) into an unintelligible form (ciphertext) to ensure confidentiality. Ciphers utilize keys to encrypt and decrypt data, serving as foundational tools in modern security to protect digital information. They differ from codes by operating on smaller units like letters or bits, whereas codes replace entire words or phrases",https://niccs.cisa.gov/resources/glossary#letter-c,
Ciphertext,"Ciphertext is the unreadable, encrypted form of data (plaintext) created by applying an encryption algorithm, designed to ensure confidentiality during storage or transmission. It remains unintelligible without the correct decryption key. Ciphertext is critical for securing data at rest and in transit.",https://niccs.cisa.gov/resources/glossary#letter-c,
Client-side,"Client-side refers to operations, code (like JavaScript), or rendering that occurs directly on a user's local device (browser or app) rather than on a remote server. It represents the front-end, focusing on user interaction, UI rendering, and immediate feedback.",https://niccs.cisa.gov/resources/glossary#letter-c,
Cloud Computing,"Cloud computing is the on-demand delivery of IT resources—including servers, storage, databases, and software—over the internet with pay-as-you-go pricing. Instead of buying and maintaining physical data centers, users access technology services on an as-needed basis from providers. It offers high scalability, flexibility, and cost efficiency, allowing organizations to reduce IT overhead",https://niccs.cisa.gov/resources/glossary#letter-c,
CNCI,,https://niccs.cisa.gov/resources/glossary#letter-c,Acronym Expansion: Comprehensive National Cybersecurity Initiative
CNO,,https://niccs.cisa.gov/resources/glossary#letter-c,Acronym Expansion: Computer Network Operations
collect & operate,A NICE Framework category consisting of specialty areas responsible for specialized denial and deception operations and collection of cybersecurity information that may be used to develop intelligence.,https://niccs.cisa.gov/resources/glossary#letter-c,From: NICE Framework
collection operations,"In the NICE Framework, cybersecurity work where a person: Executes collection using appropriate strategies and within the priorities established through the collection management process.",https://niccs.cisa.gov/resources/glossary#letter-c,From: NICE Framework
Colloquium for Information Systems Security Education (CISSE),"The Colloquium for Information Systems Security Education (CISSE) is the nation's longest-running professional organization and annual conference (founded in 1996) dedicated to advancing cybersecurity education. It unites educators, researchers, and industry leaders to shape curriculum, foster workforce development, and promote best practices in cybersecurity training.",https://niccs.cisa.gov/resources/glossary#letter-c,
Common Access Card (CAC),"Common Access Card (CAC) is the standard, credit-card-sized smart card identification. It uses an embedded chip for two-factor authentication, physical access to facilities, and digital access to secure computer networks.",https://niccs.cisa.gov/resources/glossary#letter-c,
CompTIA,,https://niccs.cisa.gov/resources/glossary#letter-c,Acronym Expansion: Computing Technology Industry Association
computer forensics,,https://niccs.cisa.gov/resources/glossary#letter-c,Synonym(s): digital forensics
computer network defense,The actions taken to defend against unauthorized activity within computer networks.,https://niccs.cisa.gov/resources/glossary#letter-c,From: CNSSI 4009
computer network defense analysis,"In the NICE Framework, cybersecurity work where a person: Uses defensive measures and information collected from a variety of sources to identify, analyze, and report events that occur or might occur within the network in order to protect information, information systems, and networks from threats.",https://niccs.cisa.gov/resources/glossary#letter-c,From: NICE Framework
computer network defense infrastructure support,"In the NICE Framework, cybersecurity work where a person: Tests, implements, deploys, maintains, reviews, and administers the infrastructure hardware and software that are required to effectively manage the computer network defense service provider network and resources; monitors network to actively remediate unauthorized activities.",https://niccs.cisa.gov/resources/glossary#letter-c,From: NICE Framework
computer security incident,,https://niccs.cisa.gov/resources/glossary#letter-c,Related Term(s): event | From: incident
confidentiality,"A property that information is not disclosed to users, processes, or devices unless they have been authorized to access the information.",https://niccs.cisa.gov/resources/glossary#letter-c,"Extended Definition: Preserving authorized restrictions on information access and disclosure, including means for protecting personal privacy and proprietary information. | Related Term(s): availability, integrity | From: CNSSI 4009, NIST SP 800-53 Rev 4, 44 U.S.C., Sec 3542"
consequence,"The effect of an event, incident, or occurrence.",https://niccs.cisa.gov/resources/glossary#letter-c,"Extended Definition: In cybersecurity, the effect of a loss of confidentiality, integrity or availability of information or an information system on an organization's operations, its assets, on individuals, other organizations, or on national interests. | From: DHS Risk Lexicon, National Infrastructure Protection Plan, NIST SP 800-53 Rev 4"
continuity of operations plan,A document that sets forth procedures for the continued performance of core capabilities and critical operations during any disruption or potential disruption.,https://niccs.cisa.gov/resources/glossary#letter-c,"Related Term(s): Business Continuity Plan, Disaster Recovery Plan, Contingency Plan | From: CPG 101, CNSSI 4009"
Continuous Monitoring as a Service (CMaaS),"Continuous Monitoring as a Service (CMaaS) is a cloud-based, outsourced cybersecurity solution that provides real-time, automated oversight of an organization's IT infrastructure, security controls, and compliance status.",https://niccs.cisa.gov/resources/glossary#letter-c,
COP,,https://niccs.cisa.gov/resources/glossary#letter-c,Acronym Expansion: Community of Practice
Counter-Biometrics,refers to the methods used to bypass or spoof biometric security systems,https://niccs.cisa.gov/resources/glossary#letter-c,Related Term(s): deepfake
CounterIntel,monitoring other competitor organizations and nations to gather information,https://niccs.cisa.gov/resources/glossary#letter-c,Acronym Expansion: Counter Intelligence
crimeware,a class of malware designed specifically to automate cybercrime,https://niccs.cisa.gov/resources/glossary#letter-c,
critical infrastructure,"The systems and assets, whether physical or virtual, so vital to society that the incapacity or destruction of such may have a debilitating impact on the security, economy, public health or safety, environment, or any combination of these matters.",https://niccs.cisa.gov/resources/glossary#letter-c,Related Term(s): key resource | From: National Infrastructure Protection Plan
critical infrastructure and key resources,,https://niccs.cisa.gov/resources/glossary#letter-c,Synonym(s): critical infrastructure
Crowdsourced,"obtain (information or input into a particular task or project) by enlisting the services of a large number of people, either paid or unpaid, typically via the internet.",https://niccs.cisa.gov/resources/glossary#letter-c,Extended Definition: The best-known example of a crowdsourcing project in which crowd workers are not paid is the online encyclopedia Wikipedia
cryptanalysis,The operations performed in defeating or circumventing cryptographic protection of information by applying mathematical techniques and without an initial knowledge of the key employed in providing the protection.,https://niccs.cisa.gov/resources/glossary#letter-c,"Extended Definition: The study of mathematical techniques for attempting to defeat or circumvent cryptographic techniques and/or information systems security. | From: CNSSI 4009, NIST SP 800-130"
Crypto-Siphoning,,https://niccs.cisa.gov/resources/glossary#letter-c,"Acronym Expansion: A type of cyber attach using data from cryptocurrency wallets and messaging apps such as Telegram, Steam, and Discord to gather information and steal cryptocurrency."
cryptocurrrency,"a digital currency in which transactions are verified and records maintained by a decentralized system using cryptography, rather than by a centralized authority.",https://niccs.cisa.gov/resources/glossary#letter-c,
cryptographic algorithm,"A well-defined computational procedure that takes variable inputs, including a cryptographic key, and produces an output.",https://niccs.cisa.gov/resources/glossary#letter-c,"Related Term(s): key, encryption, decryption, symmetric key, asymmetric key | From: CNSSI 4009"
cryptography,"The use of mathematical techniques to provide security services, such as confidentiality, data integrity, entity authentication, and data origin authentication.",https://niccs.cisa.gov/resources/glossary#letter-c,"Extended Definition: The art or science concerning the principles, means, and methods for converting plaintext into ciphertext and for restoring encrypted ciphertext to plaintext. | Related Term(s): plaintext, ciphertext, encryption, decryption | From: NIST SP 800-130; Adapted from: CNSSI 4009"
Cryptojacking,"a type of cybercrime that involves the unauthorized use of a target's devices (computers, smartphones, tablets, or even servers) by cybercriminals to mine for cryptocurrency",https://niccs.cisa.gov/resources/glossary#letter-c,
cryptology,The mathematical science that deals with cryptanalysis and cryptography.,https://niccs.cisa.gov/resources/glossary#letter-c,"Related Term(s): cryptanalysis, cryptography | From: CNSSI 4009"
cryptomalware,is malware that encrypts data on the targets device and demands a ransom to restore it,https://niccs.cisa.gov/resources/glossary#letter-c,
Cryptominers,Cryptomining is an online threat that hides on a computer or mobile device and uses the machine’s resources to “mine” cryptocurrencies.,https://niccs.cisa.gov/resources/glossary#letter-c,Related Term(s): Cryptojacking
CS,,https://niccs.cisa.gov/resources/glossary#letter-c,Acronym Expansion: Computer Science
CSEC,,https://niccs.cisa.gov/resources/glossary#letter-c,Acronym Expansion: Cyber Security Education Consortium
CSSIA,,https://niccs.cisa.gov/resources/glossary#letter-c,Acronym Expansion: Center for Systems Security and Information Assurance
customer service and technical support,"In the NICE Framework, cybersecurity work where a person: Addresses problems, installs, configures, troubleshoots, and provides maintenance and training in response to customer requirements or inquiries (e.g., tiered-level customer support).",https://niccs.cisa.gov/resources/glossary#letter-c,From: NICE Framework
CWI,,https://niccs.cisa.gov/resources/glossary#letter-c,Acronym Expansion: Cyber Workforce Initiative
cyber ecosystem,"The interconnected information infrastructure of interactions among persons, processes, data, and information and communications technologies, along with the environment and conditions that influence those interactions.",https://niccs.cisa.gov/resources/glossary#letter-c,From: DHS personnel
cyber exercise,"A planned event during which an organization simulates a cyber disruption to develop or test capabilities such as preventing, detecting, mitigating, responding to or recovering from the disruption.",https://niccs.cisa.gov/resources/glossary#letter-c,"From: NCSD Glossary, DHS Homeland Security Exercise and Evaluation Program"
cyber incident,,https://niccs.cisa.gov/resources/glossary#letter-c,Related Term(s): event | Synonym(s): incident
cyber incident response plan,,https://niccs.cisa.gov/resources/glossary#letter-c,Synonym(s): incident response plan
cyber infrastructure,An electronic information and communications systems and services and the information contained therein.,https://niccs.cisa.gov/resources/glossary#letter-c,"Extended Definition: The information and communications systems and services composed of all hardware and software that process, store, and communicate information, or any combination of all of these elements: • Processing includes the creation, access, modification, and destruction of information. • Storage includes paper, magnetic, electronic, and all other media types. • Communications include sharing and distribution of information. | From: NIPP"
Cyber Investigations,"The systematic process of identifying, collecting, preserving, analyzing, and presenting digital evidence to detect, understand, and prosecute crimes or security incidents conducted via the internet, computers, or networks.",https://niccs.cisa.gov/resources/glossary#letter-c,
cyber operations,"In the NICE Framework, cybersecurity work where a person: Performs activities to gather evidence on criminal or foreign intelligence entities in order to mitigate possible or real-time threats, protect against espionage or insider threats, foreign sabotage, international terrorist activities, or to support other intelligence activities.",https://niccs.cisa.gov/resources/glossary#letter-c,From: NICE Framework
cyber operations planning,"in the NICE Framework, cybersecurity work where a person: Performs in-depth joint targeting and cyber planning process. Gathers information and develops detailed Operational Plans and Orders supporting requirements. Conducts strategic and operational-level planning across the full range of operations for integrated information and cyberspace operations.",https://niccs.cisa.gov/resources/glossary#letter-c,From: NICE Framework
cyber threat intelligence (CTI),"The collecting, processing, organizing, and analyzing data into actionable information that relates to capabilities, opportunities, actions, and intent of adversaries in the cyber domain to meet a specific requirement determined by and informing decision-makers.",https://niccs.cisa.gov/resources/glossary#letter-c,"From: ICD 203, CIA, SANS, Dragos, Carnegie Mellon"
Cyber-aware,,https://niccs.cisa.gov/resources/glossary#letter-c,Related Term(s): cybersecurity-aware
Cyber-biosecurity,"an emerging field that addresses the intersection of cybersecurity and biosecurity, focusing on protecting biological data, processes, and systems from cyber threats and malicious activities",https://niccs.cisa.gov/resources/glossary#letter-c,
Cyber-defense,"Refers to the practices, strategies, and technologies employed to protect computer systems, networks, and data from cyber threats and unauthorized access.",https://niccs.cisa.gov/resources/glossary#letter-c,
Cyber-defense,"the proactive practice of protecting networks, devices, and data from unauthorized access or criminal activity through monitoring, detection, and response.",https://niccs.cisa.gov/resources/glossary#letter-c,
Cyberattack,a malicious and deliberate attempt to breach the information system,https://niccs.cisa.gov/resources/glossary#letter-c,
cyberespionage,"or cyber spying, is a type of cyberattack in which an unauthorized user attempts to access sensitive or classified data or intellectual property (IP) for economic gain, competitive advantage or political reasons",https://niccs.cisa.gov/resources/glossary#letter-c,
