term,definition,source_anchor,notes
Cloud Provider,"A business or other organization that offers a cloud computing platform.

Cloud providers, sometimes called Cloud Service Providers (CSPs), offer cloud computing platforms or services. Many cloud providers offer managed infrastructure (also called Infrastructure as a Service or IaaS). With managed infrastructure the cloud provider is responsible for servers, storage, and networking while you manage layers on top of that such as running a Kubernetes cluster. You can also find Kubernetes as a managed service; sometimes called Platform as a Service, or PaaS. With managed Kubernetes, your cloud provider is responsible for the Kubernetes control plane as well as the nodes and the infrastructure they rely on: networking, storage, and possibly other elements such as load balancers.",https://kubernetes.io/docs/reference/glossary/#term-cloud-provider,tags: community
Cluster,"A set of worker machines, called nodes , that run containerized applications. Every cluster has at least one worker node.

The worker node(s) host the Pods that are the components of the application workload. The control plane manages the worker nodes and the Pods in the cluster. In production environments, the control plane usually runs across multiple computers and a cluster usually runs multiple nodes, providing fault-tolerance and high availability.",https://kubernetes.io/docs/reference/glossary/#term-cluster,"tags: fundamental, operation"
Cluster Architect,"A person who designs infrastructure that involves one or more Kubernetes clusters.

Cluster architects are concerned with best practices for distributed systems, for example: high availability and security.",https://kubernetes.io/docs/reference/glossary/#term-cluster-architect,tags: user-type
Cluster Infrastructure,"The infrastructure layer provides and maintains VMs, networking, security groups and others.",https://kubernetes.io/docs/reference/glossary/#term-cluster-infrastructure,tags: operation
Cluster Operations,"The work involved in managing a Kubernetes cluster: managing day-to-day operations, and co-ordinating upgrades.

Examples of cluster operations work include: deploying new Nodes to scale the cluster; performing software upgrades; implementing security controls; adding or removing storage; configuring cluster networking; managing cluster-wide observability; and responding to events.",https://kubernetes.io/docs/reference/glossary/#term-cluster-operations,tags: operation
Cluster Operator,"A person who configures, controls, and monitors clusters.

Their primary responsibility is keeping a cluster up and running, which may involve periodic maintenance activities or upgrades. Note: Cluster operators are different from the Operator pattern that extends the Kubernetes API.",https://kubernetes.io/docs/reference/glossary/#term-cluster-operator,tags: user-type
Code Contributor,"A person who develops and contributes code to the Kubernetes open source codebase.

They are also an active community member who participates in one or more Special Interest Groups (SIGs) .",https://kubernetes.io/docs/reference/glossary/#term-code-contributor,"tags: community, user-type"
Common Expression Language,"A general-purpose expression language that's designed to be fast, portable, and safe to execute.

In Kubernetes, CEL can be used to run queries and perform fine-grained filtering. For example, you can use CEL expressions with dynamic admission control to filter for specific fields in requests, and with dynamic resource allocation (DRA) to select resources based on specific attributes.",https://kubernetes.io/docs/reference/glossary/#term-cel,"tags: extension, fundamental"
Condition,"A condition is a field in a Kubernetes resource's status that describes the current state of that resource.

Conditions provide a standardized way for Kubernetes components to communicate the status of resources. Each condition has a type , a status (True, False, or Unknown), and optional fields like reason and message that provide additional details. For example, a Pod might have conditions like Ready , ContainersReady , or PodScheduled .",https://kubernetes.io/docs/reference/glossary/#term-condition,tags: fundamental
ConfigMap,"An API object used to store non-confidential data in key-value pairs. Pods can consume ConfigMaps as environment variables, command-line arguments, or as configuration files in a volume .

A ConfigMap allows you to decouple environment-specific configuration from your container images , so that your applications are easily portable.",https://kubernetes.io/docs/reference/glossary/#term-configmap,tags: core-object
Container,"A lightweight and portable executable image that contains software and all of its dependencies.

Containers decouple applications from underlying host infrastructure to make deployment easier in different cloud or OS environments, and for easier scaling. The applications that run inside containers are called containerized applications. The process of bundling these applications and their dependencies into a container image is called containerization.",https://kubernetes.io/docs/reference/glossary/#term-container,"tags: fundamental, workload"
Container Device Interface (CDI),"The Container Device Interface (CDI) is a specification for how to configure devices inside containers. Kubernetes uses CDI together with device plugins and with Dynamic Resource Allocation so that workloads receive device setup such as bind mounts or environment variables from the runtime.

Device Plugins Container Device Interface specification repository",https://kubernetes.io/docs/reference/glossary/#term-cdi,tags: extension
Container Environment Variables,"Container environment variables are name=value pairs that provide useful information into containers running in a pod

Container environment variables provide information that is required by the running containerized applications along with information about important related details to the containers . For example, file system details, information about the container itself, and other cluster resources such as service endpoints.",https://kubernetes.io/docs/reference/glossary/#term-container-env-variables,tags: fundamental
Container Lifecycle Hooks,"The lifecycle hooks expose events in the Container management lifecycle and let the user run code when the events occur.

Two hooks are exposed to Containers: PostStart which executes immediately after a container is created and PreStop which is blocking and is called immediately before a container is terminated.",https://kubernetes.io/docs/reference/glossary/#term-container-lifecycle-hooks,tags: extension
Container network interface (CNI),"Container network interface (CNI) plugins are a type of Network plugin that adheres to the appc/CNI specification.

For information on Kubernetes and CNI, see Network Plugins .",https://kubernetes.io/docs/reference/glossary/#term-cni,tags: networking
Container Runtime,"A fundamental component that empowers Kubernetes to run containers effectively. It is responsible for managing the execution and lifecycle of containers within the Kubernetes environment.

Kubernetes supports container runtimes such as containerd , CRI-O , and any other implementation of the Kubernetes CRI (Container Runtime Interface) .",https://kubernetes.io/docs/reference/glossary/#term-container-runtime,"tags: fundamental, workload"
Container Runtime Interface (CRI),"The main protocol for the communication between the kubelet and Container Runtime.

The Kubernetes Container Runtime Interface (CRI) defines the main gRPC protocol for the communication between the node components kubelet and container runtime .",https://kubernetes.io/docs/reference/glossary/#term-cri,tags: fundamental
Container Storage Interface (CSI),"The Container Storage Interface (CSI) defines a standard interface to expose storage systems to containers.

CSI allows vendors to create custom storage plugins for Kubernetes without adding them to the Kubernetes repository (out-of-tree plugins). To use a CSI driver from a storage provider, you must first deploy it to your cluster . You will then be able to create a Storage Class that uses that CSI driver. CSI in the Kubernetes documentation List of available CSI drivers",https://kubernetes.io/docs/reference/glossary/#term-csi,tags: storage
containerd,"A container runtime with an emphasis on simplicity, robustness and portability

containerd is a container runtime that runs as a daemon on Linux or Windows. containerd takes care of fetching and storing container images, executing containers, providing network access, and more.",https://kubernetes.io/docs/reference/glossary/#term-containerd,tags: tool
Contributor,"Someone who donates code, documentation, or their time to help the Kubernetes project or community.

Contributions include pull requests (PRs), issues, feedback, special interest groups (SIG) participation, or organizing community events.",https://kubernetes.io/docs/reference/glossary/#term-contributor,tags: community
Control Plane,"The container orchestration layer that exposes the API and interfaces to define, deploy, and manage the lifecycle of containers.

This layer is composed by many different components, such as (but not restricted to): etcd API Server Scheduler Controller Manager Cloud Controller Manager These components can be run as traditional operating system services (daemons) or as containers. The hosts running these components were historically called masters .",https://kubernetes.io/docs/reference/glossary/#term-control-plane,tags: fundamental
Controller,"In Kubernetes, controllers are control loops that watch the state of your cluster , then make or request changes where needed. Each controller tries to move the current cluster state closer to the desired state.

Controllers watch the shared state of your cluster through the apiserver (part of the Control Plane ). Some controllers also run inside the control plane, providing control loops that are core to Kubernetes' operations. For example: the deployment controller, the daemonset controller, the namespace controller, and the persistent volume controller (and others) all run within the kube-controller-manager .",https://kubernetes.io/docs/reference/glossary/#term-controller,"tags: architecture, fundamental"
CRI-O,"A tool that lets you use OCI container runtimes with Kubernetes CRI.

CRI-O is an implementation of the Container Runtime Interface (CRI) to enable using container runtimes that are compatible with the Open Container Initiative (OCI) runtime spec . Deploying CRI-O allows Kubernetes to use any OCI-compliant runtime as the container runtime for running Pods , and to fetch OCI container images from remote registries.",https://kubernetes.io/docs/reference/glossary/#term-cri-o,tags: tool
CronJob,"Manages a Job that runs on a periodic schedule.

Similar to a line in a crontab file, a CronJob object specifies a schedule using the cron format.",https://kubernetes.io/docs/reference/glossary/#term-cronjob,"tags: core-object, workload"
CustomResourceDefinition,"A kind of API object that defines a new custom API to add to your Kubernetes API server, without building a complete custom server.

CustomResourceDefinitions let you extend the Kubernetes API for your environment if the built-in API resources can't meet your needs.",https://kubernetes.io/docs/reference/glossary/#term-CustomResourceDefinition,"tags: extension, fundamental, operation"
DaemonSet,"Ensures a copy of a Pod is running across a set of nodes in a cluster .

Used to deploy system daemons such as log collectors and monitoring agents that typically must run on every Node .",https://kubernetes.io/docs/reference/glossary/#term-daemonset,"tags: core-object, fundamental, workload"
Data Plane,"The layer that provides capacity such as CPU, memory, network, and storage so that the containers can run and connect to a network.",https://kubernetes.io/docs/reference/glossary/#term-data-plane,tags: fundamental
Deployment,"An API object that manages a replicated application, typically by running Pods with no local state.

Each replica is represented by a Pod , and the Pods are distributed among the nodes of a cluster. For workloads that do require local state, consider using a StatefulSet .",https://kubernetes.io/docs/reference/glossary/#term-deployment,"tags: core-object, fundamental, workload"
Developer (disambiguation),"May refer to: Application Developer , Code Contributor , or Platform Developer .

This overloaded term may have different meanings depending on the context",https://kubernetes.io/docs/reference/glossary/#term-developer,"tags: community, user-type"
Device,"One or more infrastructure resources that are directly or indirectly attached to your nodes .

Devices might be commercial products like GPUs, or custom hardware like ASIC boards . Attached devices usually require device drivers that let Kubernetes Pods access the devices.",https://kubernetes.io/docs/reference/glossary/#term-device,"tags: extension, fundamental"
Device Plugin,"Device plugins run on worker Nodes and provide Pods with access to infrastructure resources , such as local hardware, that require vendor-specific initialization or setup steps.

Device plugins advertise resources to the kubelet , so that workload Pods can access hardware features that relate to the Node where that Pod is running. You can deploy a device plugin as a DaemonSet , or install the device plugin software directly on each target Node. See Device Plugins for more information.",https://kubernetes.io/docs/reference/glossary/#term-device-plugin,"tags: extension, fundamental"
DeviceClass,"A category of devices in the cluster that can be used with dynamic resource allocation (DRA).

Administrators or device owners use DeviceClasses to define a set of devices that can be claimed and used in workloads. Devices are claimed by creating ResourceClaims that filter for specific device parameters in a DeviceClass. For more information, see Dynamic Resource Allocation",https://kubernetes.io/docs/reference/glossary/#term-deviceclass,tags: extension
Disruption,"Disruptions are events that lead to one or more Pods going out of service. A disruption has consequences for workload management resources , such as Deployment , that rely on the affected Pods.

If you, as cluster operator, destroy a Pod that belongs to an application, Kubernetes terms that a voluntary disruption . If a Pod goes offline because of a Node failure, or an outage affecting a wider failure zone, Kubernetes terms that an involuntary disruption . See Disruptions for more information.",https://kubernetes.io/docs/reference/glossary/#term-disruption,tags: fundamental
Docker,"Docker (specifically, Docker Engine) is a software technology providing operating-system-level virtualization also known as containers .

Docker uses the resource isolation features of the Linux kernel such as cgroups and kernel namespaces, and a union-capable file system such as OverlayFS and others to allow independent containers to run within a single Linux instance, avoiding the overhead of starting and maintaining virtual machines (VMs).",https://kubernetes.io/docs/reference/glossary/#term-docker,tags: fundamental
Dockershim,"The dockershim is a component of Kubernetes version 1.23 and earlier. It allows the kubelet to communicate with Docker Engine .

Starting with version 1.24, dockershim has been removed from Kubernetes. For more information, see Dockershim FAQ .",https://kubernetes.io/docs/reference/glossary/#term-dockershim,tags: fundamental
Downstream (disambiguation),"May refer to: code in the Kubernetes ecosystem that depends upon the core Kubernetes codebase or a forked repo.

In the Kubernetes Community : Conversations often use downstream to mean the ecosystem, code, or third-party tools that rely on the core Kubernetes codebase. For example, a new feature in Kubernetes may be adopted by applications downstream to improve their functionality. In GitHub or git : The convention is to refer to a forked repo as downstream , whereas the source repo is considered upstream .",https://kubernetes.io/docs/reference/glossary/#term-downstream,tags: community
Downward API,"Kubernetes' mechanism to expose Pod and container field values to code running in a container.

It is sometimes useful for a container to have information about itself, without needing to make changes to the container code that directly couple it to Kubernetes. The Kubernetes downward API allows containers to consume information about themselves or their context in a Kubernetes cluster. Applications in containers can have access to that information, without the application needing to act as a client of the Kubernetes API. There are two ways to expose Pod and container fields to a running container: using environment variables using a downwardAPI volume Together, these two ways of exposing Pod and container fields are called the downward API .",https://kubernetes.io/docs/reference/glossary/#term-downward-api,tags: architecture
Drain,"The process of safely evicting Pods from a Node to prepare it for maintenance or removal from a cluster .

The kubectl drain command is used to mark a Node as going out of service. When executed, it evicts all Pods from the Node . If an eviction request is temporarily rejected, kubectl drain retries until all Pods are terminated or a configurable timeout is reached.",https://kubernetes.io/docs/reference/glossary/#term-drain,"tags: fundamental, operation"
Duration,"A string value representing an amount of time.

The format of a (Kubernetes) duration is based on the time.Duration type from the Go programming language. In Kubernetes APIs that use durations, the value is expressed as series of a non-negative integers combined with a time unit suffix. You can have more than one time quantity and the duration is the sum of those time quantities. The valid time units are ""ns"", ""µs"" (or ""us""), ""ms"", ""s"", ""m"", and ""h"". For example: 5s represents a duration of five seconds, and 1m30s represents a duration of one minute and thirty seconds.",https://kubernetes.io/docs/reference/glossary/#term-duration,tags: fundamental
Dynamic Resource Allocation,"A Kubernetes feature that lets you request and share resources among Pods. These resources are often attached devices like hardware accelerators.

With DRA, device drivers and cluster admins define device classes that are available to claim in workloads. Kubernetes allocates matching devices to specific claims and places the corresponding Pods on nodes that can access the allocated devices.",https://kubernetes.io/docs/reference/glossary/#term-dra,tags: extension
Dynamic Volume Provisioning,"Allows users to request automatic creation of storage Volumes .

Dynamic provisioning eliminates the need for cluster administrators to pre-provision storage. Instead, it automatically provisions storage by user request. Dynamic volume provisioning is based on an API object, StorageClass , referring to a Volume Plugin that provisions a Volume and the set of parameters to pass to the Volume Plugin.",https://kubernetes.io/docs/reference/glossary/#term-dynamicvolumeprovisioning,tags: storage
Endpoints,"A deprecated API that represents the set of all endpoints for a Service .

Since v1.21, Kubernetes uses EndpointSlices rather than Endpoints; the original Endpoints API was deprecated due to concerns about scalability. To learn more about Endpoints, read Endpoints .",https://kubernetes.io/docs/reference/glossary/#term-endpoints,tags: networking
EndpointSlice,"EndpointSlices track the IP addresses of backend endpoints. EndpointSlices are normally associated with a Service and the backend endpoints typically represent Pods .

One Service can be backed by multiple Pods. Kubernetes represents the backing endpoints of a Service with a set of EndpointSlices that are associated with that Service. The backing endpoints are usually, but not always, pods running in the cluster. The control plane usually manages EndpointSlices for you automatically. However, EndpointSlices can be defined manually for Services without selectors specified.",https://kubernetes.io/docs/reference/glossary/#term-endpoint-slice,tags: networking
Ephemeral Container,"A Container type that you can temporarily run inside a Pod .

If you want to investigate a Pod that's running with problems, you can add an ephemeral container to that Pod and carry out diagnostics. Ephemeral containers have no resource or scheduling guarantees, and you should not use them to run any part of the workload itself. Ephemeral containers are not supported by static pods .",https://kubernetes.io/docs/reference/glossary/#term-ephemeral-container,tags: fundamental
etcd,"Consistent and highly-available key value store used as Kubernetes' backing store for all cluster data.

If your Kubernetes cluster uses etcd as its backing store, make sure you have a back up plan for the data. You can find in-depth information about etcd in the official documentation .",https://kubernetes.io/docs/reference/glossary/#term-etcd,"tags: architecture, storage"
Event,"A Kubernetes object that describes state changes or notable occurrences in the cluster.

Events have a limited retention time and triggers and messages may evolve with time. Event consumers should not rely on the timing of an event with a given reason reflecting a consistent underlying trigger, or the continued existence of events with that reason. Events should be treated as informative, best-effort, supplemental data. In Kubernetes, auditing generates a different kind of Event record (API group audit.k8s.io ).",https://kubernetes.io/docs/reference/glossary/#term-event,"tags: core-object, fundamental"
Eviction,"Eviction is the process of terminating one or more Pods on Nodes.

There are two kinds of eviction: Node-pressure eviction API-initiated eviction",https://kubernetes.io/docs/reference/glossary/#term-eviction,tags: operation
Extensions,"Extensions are software components that extend and deeply integrate with Kubernetes to support new types of hardware.

Many cluster administrators use a hosted or distribution instance of Kubernetes. These clusters come with extensions pre-installed. As a result, most Kubernetes users will not need to install extensions and even fewer users will need to author new ones.",https://kubernetes.io/docs/reference/glossary/#term-Extensions,"tags: extension, fundamental"
Feature gate,"Feature gates are a set of keys (opaque string values) that you can use to control which Kubernetes features are enabled in your cluster.

You can turn these features on or off using the --feature-gates command line flag on each Kubernetes component. Each Kubernetes component lets you enable or disable a set of feature gates that are relevant to that component. The Kubernetes documentation lists all current feature gates and what they control.",https://kubernetes.io/docs/reference/glossary/#term-feature-gate,"tags: fundamental, operation"
Finalizer,"Finalizers are namespaced keys that tell Kubernetes to wait until specific conditions are met before it fully deletes resources that are marked for deletion. Finalizers alert controllers to clean up resources the deleted object owned.

When you tell Kubernetes to delete an object that has finalizers specified for it, the Kubernetes API marks the object for deletion by populating .metadata.deletionTimestamp , and returns a 202 status code (HTTP ""Accepted""). The target object remains in a terminating state while the control plane, or other components, take the actions defined by the finalizers. After these actions are complete, the controller removes the relevant finalizers from the target object. When the metadata.finalizers field is empty, Kubernetes considers the deletion complete and deletes the object. You can use finalizers to control garbage collection of resources. For example, you can define a finalizer to clean up related API resources or infrastructure before the controller deletes the object being finalized.",https://kubernetes.io/docs/reference/glossary/#term-finalizer,"tags: fundamental, operation"
FlexVolume,"FlexVolume is a deprecated interface for creating out-of-tree volume plugins. The Container Storage Interface is a newer interface that addresses several problems with FlexVolume.

FlexVolumes enable users to write their own drivers and add support for their volumes in Kubernetes. FlexVolume driver binaries and dependencies must be installed on host machines. This requires root access. The Storage SIG suggests implementing a CSI driver if possible since it addresses the limitations with FlexVolumes. FlexVolume in the Kubernetes documentation More information on FlexVolumes Volume Plugin FAQ for Storage Vendors",https://kubernetes.io/docs/reference/glossary/#term-flexvolume,tags: storage
Garbage Collection,"Garbage collection is a collective term for the various mechanisms Kubernetes uses to clean up cluster resources.

Kubernetes uses garbage collection to clean up resources like unused containers and images , failed Pods , objects owned by the targeted resource , completed Jobs , and resources that have expired or failed.",https://kubernetes.io/docs/reference/glossary/#term-garbage-collection,"tags: fundamental, operation"
Gateway API,"A family of API kinds for modeling service networking in Kubernetes.

Gateway API provides a family of extensible, role-oriented, protocol-aware API kinds for modeling service networking in Kubernetes.",https://kubernetes.io/docs/reference/glossary/#term-gateway-api,"tags: architecture, extension, networking"
Group Version Resource,"Means of representing specific Kubernetes APIs uniquely.

Group Version Resources (GVRs) specify the API group, API version, and resource (name for the object kind as it appears in the URI) associated with accessing a particular id of object in Kubernetes. GVRs let you define and distinguish different Kubernetes objects, and to specify a way of accessing objects that is stable even as APIs change. In this usage, resource refers to an HTTP resource. Because some APIs are namespaced, a GVR may not refer to a specific API resource .",https://kubernetes.io/docs/reference/glossary/#term-gvr,tags: architecture
Helm Chart,"A package of pre-configured Kubernetes configurations that can be managed with the Helm tool.

Charts provide a reproducible way of creating and sharing Kubernetes applications. A single chart can be used to deploy something simple, like a memcached Pod, or something complex, like a full web app stack with HTTP servers, databases, caches, and so on.",https://kubernetes.io/docs/reference/glossary/#term-helm-chart,tags: tool
Horizontal Pod Autoscaler,"An object that automatically scales the number of Pod replicas, based on targeted resource utilization or custom metric targets.

HorizontalPodAutoscaler (HPA) is typically used with Deployments , or ReplicaSets . It cannot be applied to objects that cannot be scaled, for example DaemonSets .",https://kubernetes.io/docs/reference/glossary/#term-horizontal-pod-autoscaler,tags: operation
HostAliases,"A HostAliases is a mapping between the IP address and hostname to be injected into a Pod 's hosts file.

HostAliases is an optional list of hostnames and IP addresses that will be injected into the Pod's hosts file if specified. This is only valid for non-hostNetwork Pods.",https://kubernetes.io/docs/reference/glossary/#term-HostAliases,tags: operation
Image,"Stored instance of a Container that holds a set of software needed to run an application.

A way of packaging software that allows it to be stored in a container registry, pulled to a local system, and run as an application. Meta data is included in the image that can indicate what executable to run, who built it, and other information.",https://kubernetes.io/docs/reference/glossary/#term-image,tags: fundamental
Immutable Infrastructure,"Immutable Infrastructure refers to computer infrastructure (virtual machines, containers, network appliances) that cannot be changed once deployed.

Immutability can be enforced by an automated process that overwrites unauthorized changes or through a system that won’t allow changes in the first place. Containers are a good example of immutable infrastructure because persistent changes to containers can only be made by creating a new version of the container or recreating the existing container from its image. By preventing or identifying unauthorized changes, immutable infrastructures make it easier to identify and mitigate security risks. Operating such a system becomes a lot more straightforward because administrators can make assumptions about it. After all, they know no one made mistakes or changes they forgot to communicate. Immutable infrastructure goes hand-in-hand with infrastructure as code where all automation needed to create infrastructure is stored in version control (such as Git). This combination of immutability and version control means that there is a durable audit log of every authorized change to a system.",https://kubernetes.io/docs/reference/glossary/#term-immutable-infrastructure,tags: architecture
Ingress,"An API object that manages external access to the services in a cluster, typically HTTP.

Ingress may provide load balancing, SSL termination and name-based virtual hosting.",https://kubernetes.io/docs/reference/glossary/#term-ingress,"tags: architecture, extension, networking"
Init Container,"One or more initialization containers that must run to completion before any app containers run.

Initialization (init) containers are like regular app containers, with one difference: init containers must run to completion before any app containers can start. Init containers run in series: each init container must run to completion before the next init container begins. Unlike sidecar containers , init containers do not remain running after Pod startup. For more information, read init containers .",https://kubernetes.io/docs/reference/glossary/#term-init-container,tags: fundamental
Istio,"An open platform (not Kubernetes-specific) that provides a uniform way to integrate microservices, manage traffic flow, enforce policies, and aggregate telemetry data.

Adding Istio does not require changing application code. It is a layer of infrastructure between a service and the network, which when combined with service deployments, is commonly referred to as a service mesh. Istio's control plane abstracts away the underlying cluster management platform, which may be Kubernetes, Mesosphere, etc.",https://kubernetes.io/docs/reference/glossary/#term-istio,"tags: architecture, extension, networking"
Job,"A finite or batch task that runs to completion.

Creates one or more Pod objects and ensures that a specified number of them successfully terminate. As Pods successfully complete, the Job tracks the successful completions.",https://kubernetes.io/docs/reference/glossary/#term-job,"tags: core-object, fundamental, workload"
JSON Web Token (JWT),"A means of representing claims to be transferred between two parties.

JWTs can be digitally signed and encrypted. Kubernetes uses JWTs as authentication tokens to verify the identity of entities that want to perform actions in a cluster.",https://kubernetes.io/docs/reference/glossary/#term-jwt,"tags: architecture, security"
kOps (Kubernetes Operations),"kOps will not only help you create, destroy, upgrade and maintain production-grade, highly available, Kubernetes cluster, but it will also provision the necessary cloud infrastructure.

Note: AWS (Amazon Web Services) is currently officially supported, with DigitalOcean, GCE and OpenStack in beta support, and Azure in alpha. kOps is an automated provisioning system: Fully automated installation Uses DNS to identify clusters Self-healing: everything runs in Auto-Scaling Groups Multiple OS support (Amazon Linux, Debian, Flatcar, RHEL, Rocky and Ubuntu) High-Availability support Can directly provision, or generate terraform manifests",https://kubernetes.io/docs/reference/glossary/#term-kops,"tags: operation, tool"
kube-controller-manager,"Control plane component that runs controller processes.

Logically, each controller is a separate process, but to reduce complexity, they are all compiled into a single binary and run in a single process.",https://kubernetes.io/docs/reference/glossary/#term-kube-controller-manager,"tags: architecture, fundamental"
