"term","definition","source_anchor","notes"
"Amplify Hosting","AWS Amplify Hosting is a fully managed continuous integration and continuous delivery (CI/CD) and hosting service for fast, secure, and reliable static and server-side rendered apps. Amplify Hosting provides a Git-based workflow for hosting full-stack serverless web apps with continuous deployment. See also [https://aws.amazon.com/amplify/hosting/](https://aws.amazon.com/amplify/hosting/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AmplifyHosting",""
"Amplify iOS","Amplify iOS is a collection of open-source client libraries that provides interfaces for specific use cases across many AWS services. Amplify iOS is the recommended way to build native iOS applications powered by AWS. See also [https://aws.amazon.com/amplify/](https://aws.amazon.com/amplify/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AmplifyiOS",""
"Amplify Studio","AWS Amplify Studio is a visual development environment that web and mobile developers can use to build the frontend UI components and the backend environment for a full-stack application. See also [https://aws.amazon.com/amplify/studio/](https://aws.amazon.com/amplify/studio/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AmplifyStudio",""
"analysis rules","[AWS Clean Rooms](#cleanrooms): The query restrictions that authorize a specific type of query.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#analysisrules",""
"analysis scheme","[CloudSearch](#cloudSearch): Language-specific text analysis options that are applied to a text field to control stemming and configure stopwords and synonyms.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#analysisscheme",""
"API Gateway","Amazon API Gateway is a fully managed service that developers can use to create, publish, maintain, monitor, and secure APIs at any scale. See also [https://aws.amazon.com/api-gateway](https://aws.amazon.com/api-gateway/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#APIGateway",""
"AWS App2Container","AWS App2Container is a transformation tool that modernizes .NET and Java applications by migrating them into containerized applications. See also [https://aws.amazon.com/app2container](https://aws.amazon.com/app2container/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#app2container",""
"AWS AppConfig","AWS AppConfig is a service used to update software at runtime without deploying new code. With AWS AppConfig, you can configure, validate, and deploy feature flags and application configurations. See also [https://aws.amazon.com/systems-manager/features/appconfig](https://aws.amazon.com/systems-manager/features/appconfig/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AppConfig",""
"Amazon AppFlow","Amazon AppFlow is a fully managed integration service that you can use to transfer data securely between software as a service (SaaS) applications and AWS services. See also [https://aws.amazon.com/appflow](https://aws.amazon.com/appflow/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#appflow",""
"application","[Elastic Beanstalk](#Beanstalk): A logical collection of components, including environments, versions, and environment configurations. An application is conceptually similar to a folder. [CodeDeploy](#AWSCodeDeploy): A name that uniquely identifies the application to be deployed. AWS CodeDeploy uses this name to ensure the correct combination of revision, deployment configuration, and deployment group are referenced during a deployment.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#application",""
"Application Auto Scaling","AWS Application Auto Scaling is a web service that you can use to configure automatic scaling for AWS resources beyond Amazon EC2, such as Amazon ECS services, Amazon EMR clusters, and DynamoDB tables. See also [https://aws.amazon.com/autoscaling/](https://aws.amazon.com/autoscaling/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#ApplicationAutoScaling",""
"Application Billing","The location where your customers manage the Amazon DevPay products they've purchased. The web address is [http://www.amazon.com/dp-applications](http://www.amazon.com/dp-applications).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AppBilling",""
"Application Composer","AWS Application Composer is a visual designer that you can use to build serverless applications from multiple AWS services. As you design an application, Application Composer automatically generates a YAML template with [CloudFormation](#CloudFormation) and [AWS SAM](#SAM) template resources. See also [https://aws.amazon.com/application-composer/](https://aws.amazon.com/application-composer/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#ApplicationComposer",""
"Application Cost Profiler","AWS Application Cost Profiler is a solution to track the consumption of shared AWS resources used by software applications and report granular cost breakdown across tenant base. See also [https://aws.amazon.com/aws-cost-management/aws-application-cost-profiler/](https://aws.amazon.com/aws-cost-management/aws-application-cost-profiler/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#application-cost-profiler",""
"Application Discovery Service","AWS Application Discovery Service is a web service that helps you plan to migrate to AWS by identifying IT assets in a data center—including servers, virtual machines, applications, application dependencies, and network infrastructure. See also [https://aws.amazon.com/application-discovery/](https://aws.amazon.com/application-discovery/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#ApplicationDiscoveryService",""
"application revision","[CodeDeploy](#AWSCodeDeploy): An archive file containing source content—such as source code, webpages, executable files, and deployment scripts—along with an [application specification file](#applicationspecificationfile). Revisions are stored in [Amazon S3](#amazons3) [buckets](#bucket) or [GitHub](#github) repositories. For Amazon S3, a revision is uniquely identified by its Amazon S3 object key and its ETag, version, or both. For GitHub, a revision is uniquely identified by its commit ID.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#applicationrevision",""
"application specification file","[CodeDeploy](#AWSCodeDeploy): A YAML-formatted file used to map the source files in an application revision to destinations on the instance. The file is also used to specify custom permissions for deployed files and specify scripts to be run on each instance at various stages of the deployment process.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#applicationspecificationfile",""
"application version","[Elastic Beanstalk](#Beanstalk): A specific, labeled iteration of an application that represents a functionally consistent set of deployable application code. A version points to an [Amazon S3](#amazons3) object (a JAVA WAR file) that contains the application code.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#appversion",""
"AppSpec file","See [application specification file](#applicationspecificationfile).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AppSpec_file",""
"WorkSpaces Applications","Amazon WorkSpaces Applications is a fully managed, secure service for streaming desktop applications to users without rewriting those applications. See also [https://aws.amazon.com/appstream/](https://aws.amazon.com/appstream/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#appstream",""
"AWS AppSync","AWS AppSync is an enterprise-level, fully managed GraphQL service with real-time data synchronization and offline programming features. See also [https://aws.amazon.com/appsync/](https://aws.amazon.com/appsync/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AWSAppSync",""
"ARN","See [Amazon Resource Name (ARN)](#ARN).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#ARN_abbrev",""
"artifact","[CodePipeline](#AWSCodePipeline): A copy of the files or changes that are worked on by the pipeline.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#artifact",""
"asymmetric encryption","[Encryption](#encrypt) that uses both a public key and a private key.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#asymmetric_encryption",""
"asynchronous bounce","A type of [bounce](#bounce) that occurs when a [receiver](#receiver) initially accepts an email message for delivery and then subsequently fails to deliver it.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#asynchronousbounce",""
"Athena","Amazon Athena is an interactive query service that you can use to analyze data in Amazon S3 using ANSI SQL. Athena is serverless, so there's no infrastructure to manage. Athena scales automatically and is simple to use, so you can start analyzing your datasets within seconds. See also [https://aws.amazon.com/athena/](https://aws.amazon.com/athena/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#athena",""
"atomic counter","DynamoDB: A method of incrementing or decrementing the value of an existing attribute without interfering with other write requests.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#atomic-counter",""
"attribute","A fundamental data element, something that doesn't need to be broken down any further. In DynamoDB, attributes are similar in many ways to fields or columns in other database systems. Amazon Machine Learning: A unique, named property within an observation in a dataset. In tabular data, such as spreadsheets or comma-separated values (.csv) files, the column headings represent the attributes, and the rows contain values for each attribute.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#attribute",""
"AUC","Area Under a Curve. An industry-standard metric to evaluate the quality of a binary classification machine learning model. AUC measures the ability of the model to predict a higher score for positive examples, those that are “correct,” than for negative examples, those that are “incorrect.” The AUC metric returns a decimal value from 0 to 1. AUC values near 1 indicate an ML model that's highly accurate.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AUC",""
"Aurora","Amazon Aurora is a fully managed MySQL-compatible relational database engine that combines the speed and availability of commercial databases with the simplicity and cost-effectiveness of open-source databases. See also [https://aws.amazon.com/rds/aurora/](https://aws.amazon.com/rds/aurora/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#aurora",""
"authenticated encryption","[Encryption](#encrypt) that provides confidentiality, data integrity, and authenticity assurances of the encrypted data.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#authenticated_encryption",""
"authentication","The process of proving your identity to a system.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#authentication",""
"AWS Auto Scaling","AWS Auto Scaling is a fully managed service that you can use to quickly discover the scalable AWS resources that are part of your application and to configure dynamic scaling. See also [https://aws.amazon.com/autoscaling/](https://aws.amazon.com/autoscaling/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AWSAutoScaling",""
"Auto Scaling group","A representation of multiple [EC2 instances](#ec2instance) that share similar characteristics, and that are treated as a logical grouping for the purposes of instance scaling and management.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AutoScalingGroup",""
"Availability Zone","A distinct location within a [Region](#region) that's insulated from failures in other Availability Zones, and provides inexpensive, low-latency network connectivity to other Availability Zones in the same Region. **AWS** See [Amazon Web Services (AWS)](#amazonwebservices).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AZ",""
"back up and restore","A disaster recovery strategy in which backups of data in the primary Region are copied to a standby Region and can be restored from the standby Region. You must provision the infrastructure and other resources, such as compute, as part of a failover process. See also [active-passive](#activepassive)[hot standby](#hotstandby)[pilot light](#pilotlight)[warm standby](#warmstandby).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#backupand",""
"Backint Agent","AWS Backint Agent for SAP HANA is an SAP-certified backup and restore solution for SAP HANA workloads running on Amazon EC2 instances in the cloud. See also [https://aws.amazon.com/backint-agent](https://aws.amazon.com/backint-agent/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#backint-agent",""
"AWS Backup","AWS Backup is a managed backup service that you can use to centralize and automate the backup of data across AWS services in the cloud and on premises. See also [https://aws.amazon.com/backup/](https://aws.amazon.com/backup/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#awsbackup",""
"basic monitoring","Monitoring of AWS provided metrics derived at a 5-minute frequency.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#basicmonitor",""
"batch","See [document batch](#documentbatch).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#batch",""
"batch prediction","Amazon Machine Learning: An operation that processes multiple input data observations at one time (asynchronously). Unlike real-time predictions, batch predictions aren't available until all predictions have been processed. See also [real-time predictions](#real-time-predictions).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#batch-prediction",""
"BGP ASN","Border Gateway Protocol Autonomous System Number is a unique identifier for a network, for use in BGP routing. [Amazon EC2](#ec2) supports all 2-byte ASN numbers in the range of 1 – 65335, with the exception of 7224, which is reserved.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#BGPASN",""
"billing","See [Billing and Cost Management](#billing).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#billing_general",""
"Billing and Cost Management","AWS Billing and Cost Management is the AWS Cloud computing model where you pay for services on demand and use as much or as little as you need. While [resources](#resource) are active under your account, you pay for the cost of allocating those resources. You also pay for any incidental usage associated with those resources, such as data transfer or allocated storage. See also [https://aws.amazon.com/billing/new-user-faqs/](https://aws.amazon.com/billing/new-user-faqs/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#billing",""
"binary attribute","Amazon Machine Learning: An attribute for which one of two possible values is possible. Valid positive values are 1, y, yes, t, and true answers. Valid negative values are 0, n, no, f, and false. Amazon Machine Learning outputs 1 for positive values and 0 for negative values. See also [attribute](#attribute).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#binary-attribute",""
"binary classification model","Amazon Machine Learning: A machine learning model that predicts the answer to questions where the answer can be expressed as a binary variable. For example, questions with answers of “1” or “0”, “yes” or “no”, “will click” or “will not click” are questions that have binary answers. The result for a binary classification model is always either a “1” (for a “true” or affirmative answers) or a “0” (for a “false” or negative answers).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#binary-classification-model",""
"block","A dataset. [Amazon EMR](#AmazonElasticMapReduce) breaks large amounts of data into subsets. Each subset is called a data block. Amazon EMR assigns an ID to each block and uses a hash table to keep track of block processing.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#block",""
"block device","A storage device that supports reading and (optionally) writing data in fixed-size blocks, sectors, or clusters.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#blockdevice",""
"block device mapping","A mapping structure for every [AMI](#AmazonMachineImage) and [instance](#instance) that specifies the block devices attached to the instance.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#blockdevmap",""
"AWS Blockchain Templates","See [Managed Blockchain](#managed-blockchain).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#blockchain-templates",""
"blue/green deployment","CodeDeploy: A deployment method where the instances in a deployment group (the original environment) are replaced by a different set of instances (the replacement environment).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#bluegreendeployment",""
"bootstrap action","A user-specified default or custom action that runs a script or an application on all nodes of a job flow before [Hadoop](#Hadoop) starts.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#bootstrapact",""
"Border Gateway Protocol Autonomous System Number","See [BGP ASN](#BGPASN).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#BGPASN_full",""
"bounce","A failed email delivery attempt.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#bounce",""
"Braket","Amazon Braket is a fully managed quantum computing service that helps you run quantum algorithms to accelerate your research and discovery. See also [https://aws.amazon.com/braket](https://aws.amazon.com/braket/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#braket",""
"breach","[Amazon EC2 Auto Scaling](#AutoScaling): The condition where a user-set threshold (upper or lower boundary) is passed. If the duration of the breach is significant, as set by a breach duration parameter, it can possibly start a [scaling activity](#ScalingActivity).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#breach",""
"bucket","[Amazon S3](#amazons3): A container for stored objects. Every object is contained in a bucket. For example, if the object named `photos/puppy.jpg` is stored in the `amzn-s3-demo-bucket` bucket, then authorized users can access the object with the URL `https://amzn-s3-demo-bucket.s3.region-code.amazonaws.com/photos/puppy.jpg`.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#bucket",""
"bucket owner","The person or organization that owns a [bucket](#bucket) in [Amazon S3](#amazons3). In the same way that Amazon is the only owner of the domain name Amazon.com, only one person or organization can own a bucket.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#bucketowner",""
"bundling","A commonly used term for creating an [Amazon Machine Image (AMI)](#AmazonMachineImage). It specifically refers to creating [instance store-backed AMIs](#instancebacked).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#bundling",""
"cache cluster","A logical cache distributed over multiple [cache nodes](#CacheNode). A cache cluster can be set up with a specific number of cache nodes.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#CacheCluster",""
"cache cluster identifier","Customer-supplied identifier for the cache cluster that must be unique for that customer in an [AWS Region](#region).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#CacheClusterIdentifier",""
"cache engine version","The version of the Memcached service that's running on the cache node.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#CacheEngineVersion",""
"cache node","A fixed-size chunk of secure, network-attached RAM. Each cache node runs an instance of the Memcached service, and has its own DNS name and port. Multiple types of cache nodes are supported, each with varying amounts of associated memory.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#CacheNode",""
"cache node type","An [EC2 instance](#ec2instance) type used to run the cache node.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#CacheNodeType",""
"cache parameter group","A container for cache engine parameter values that can be applied to one or more cache clusters.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#CacheParameterGroup",""
"cache security group","A group maintained by ElastiCache that combines inbound authorizations to cache nodes for hosts belonging to [Amazon EC2](#ec2) [security groups](#SecurityGroup) that are specified through the console or the API or command line tools.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#CacheSecurityGroup",""
"campaign","[Amazon Personalize](#amazonpersonalize): A deployed solution version (trained model) with provisioned dedicated transaction capacity for creating real-time recommendations for your application users. After you create a campaign, you use the `getRecommendations` or `getPersonalizedRanking` personalization operations to get recommendations. See also [recommendations](#recommendations). See also [solution version](#solution-version).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#campaign",""
"canned access policy","A standard access control policy that you can apply to a [bucket](#bucket) or object. Options include: private, public-read, public-read-write, and authenticated-read.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#cannedaccesspol",""
"canonicalization","The process of converting data into a standard format that a service such as [Amazon S3](#amazons3) can recognize.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#canonicalize",""
"capacity","The amount of available compute size at a given time. Each [Auto Scaling group](#AutoScalingGroup) is defined with a minimum and maximum compute size. A [scaling activity](#ScalingActivity) increases or decreases the capacity within the defined minimum and maximum values.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#capacity",""
"Cartesian product","A mathematical operation that returns a product from multiple sets.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#cartesian-product",""
"Cartesian product processor","A processor that calculates a Cartesian product. Also known as a *Cartesian data processor*.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#cartesian-product-processor",""
"AWS CDK","AWS Cloud Development Kit (AWS CDK) is an open-source software development framework for defining your cloud infrastructure in code and provisioning it through CloudFormation. See also [https://aws.amazon.com/cdk/](https://aws.amazon.com/cdk/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#AWSCDK",""
"CDN","See [content delivery network (CDN)](#content-delivery-network).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#CDN_abbrev",""
"certificate","A credential that some AWS products use to authenticate [AWS accounts](#account) and users. Also known as an [X.509 certificate](#X509). The certificate is paired with a private key.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#certificate",""
"chargeable resources","Features or services whose use incurs fees. Although some AWS products are free, others include charges. For example, in an [CloudFormation](#CloudFormation) [stack](#stack), AWS [resources](#resource) that have been created incur charges. The amount charged depends on the usage load. Use the Amazon Web Services Simple Monthly Calculator to estimate your cost prior to creating instances, stacks, or other resources.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#chargeable-resources",""
"Amazon Q Developer in chat applications","Amazon Q Developer in chat applications is an interactive agent that makes it easier to monitor, troubleshoot, and operate AWS resources in your Slack channels and Amazon Chime chat rooms. See also [https://aws.amazon.com/chatbot](https://aws.amazon.com/chatbot/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#chatbot",""
"Amazon Chime","Amazon Chime is a secure, real-time, unified communications service that transforms meetings by making them more efficient and easier to conduct. See also [https://aws.amazon.com/chime/](https://aws.amazon.com/chime/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#chime",""
"CIDR block","Classless Inter-Domain Routing. An internet protocol address allocation and route aggregation methodology. See also [Classless Inter-Domain Routing](http://en.wikipedia.org/wiki/CIDR_notation).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#CIDRblock",""
"ciphertext","Information that has been [encrypted](#encrypt), as opposed to [plaintext](#plain_text), which is information that has not.","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#cipher_text",""
"classification","In machine learning, a type of problem that seeks to place (classify) a data sample into a single category or “class.” Often, classification problems are modeled to choose one category (class) out of two. These are binary classification problems. Problems with more than two available categories (classes) are called ""multiclass classification"" problems. See also [binary classification model](#binary-classification-model). See also [multiclass classification model](#multiclass-classification-model).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#classification",""
"AWS Clean Rooms","AWS Clean Rooms is an AWS service that helps multiple parties to join their data together in a secure collaboration workspace. See also [https://aws.amazon.com/clean-rooms/](https://aws.amazon.com/clean-rooms/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#cleanrooms",""
"Client VPN","AWS Client VPN is a client-based, managed VPN service that remote clients can use to securely access your AWS resources using an Open VPN-based software client. See also [https://aws.amazon.com/vpn/client-vpn](https://aws.amazon.com/vpn/client-vpn/).","https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#client-vpn",""
