term,definition,source_anchor,notes
Composite,"a Compound Element that consists of two or more distinct weaknesses, in which all weaknesses must be present at the same time in order for a potential vulnerability to arise. Removing any of the weaknesses eliminates or sharply reduces the risk. One weakness, X, can be ""broken down"" into component weaknesses Y and Z. For example, Symlink Following (CWE-61) is only possible through a combination of several component weaknesses, including predictability (CWE-340), insecure permissions (CWE-732), and race conditions (CWE-362). By eliminating any single component, a developer can prevent the composite from becoming exploitable. There can be cases in which one weakness might not be essential to a composite, but changes the nature of the composite when it becomes a vulnerability; for example, NUL byte interaction errors (CWE-626) can widen the scope of path traversal weaknesses (CWE-22), which often limit which files could be accessed due to idiosyncrasies in filename generation.",https://cwe.mitre.org/documents/glossary/#Composite,
Compound Element,an Entry that closely associates two or more weaknesses. Chains and Composites are examples of compound elements. The CWE team's research has shown that vulnerabilities often can be described in terms of the interaction or co-occurrence of multiple weaknesses.,https://cwe.mitre.org/documents/glossary/#Compound%20Element,
Consequence,"a fault - a behavior that is always incorrect if executed, i.e., conflicts with the intended security policy.",https://cwe.mitre.org/documents/glossary/#Consequence,
Control Element,"an abstract term for a function, method, procedure, etc. (adapted from CISQ).",https://cwe.mitre.org/documents/glossary/#Control%20Element,
Control Sphere,"a vulnerability theory term for a set of resources and behaviors that are accessible to a single actor, or a group of actors that all share the same security restrictions. This set can be empty. A product's security model will typically define multiple spheres, although this model might not be explicitly stated. For example, a server might define one sphere for ""administrators"" who can create new user accounts with subdirectories under /home/server/, and a second sphere might cover the set of users who can create or delete files within their own subdirectories. A third sphere might be ""users who are authenticated to the operating system on which the product is installed."" Each sphere has different sets of actors and allowable behaviors. Vulnerabilities can arise when the boundaries of a control sphere are not properly enforced, or when a control sphere is defined in a way that allows more actors or resources than the developer or system operator intends. For example, an application might intend to allow guest users to access files that are only within a given directory, but a path traversal attack could allow access to files that are outside of that directory, which are thus outside of the intended sphere of control.",https://cwe.mitre.org/documents/glossary/#Control%20Sphere,
Crossover Point,"a vulnerability theory term for the location in code after which an expected property is violated. This is likely to lead to incorrect actions at a later point. For example, a programmer might use a regular expression to restrict an input string to contain only digits, such as for a telephone number. After applying the regular expression, the string is expected to have the property ""only contains digits."" If the regular expression is incorrectly specified (e.g., only testing for the presence of a digit anywhere in the string), then after its application, the code reaches a crossover point because the string does not necessarily have the property of ""only contains digits."" For example, in SQL injection, the code reads an input from a parameter (interaction point); incorrectly checks the input for dangerous characters (crossover point); inserts the input into a dynamically generated query string; then sends the query string to the database server (trigger point); then the query is processed by the server (activation point). See the Vulnerability Theory paper for more details.",https://cwe.mitre.org/documents/glossary/#Crossover%20Point,
Denylist,"a list or group of characters, strings, patterns, or other elements that is used to identify whether certain data should be denied or rejected; treated as dangerous; removed; or modified before being processed.",https://cwe.mitre.org/documents/glossary/#Denylist,
Enforce,"a general term, meaning to check or manipulate a resource so that it has a property that is required by the security policy. For example, the removal of all non-alphanumeric characters from an input is one mechanism to enforce that ""all characters are alphanumeric."" An alternate method of enforcement would be to reject the input entirely if it contains anything that's non-alphanumeric.",https://cwe.mitre.org/documents/glossary/#Enforce,
Entry,any type of item in the CWE list that has been assigned a unique identifier.,https://cwe.mitre.org/documents/glossary/#Entry,
Equivalence,"a security property in which two identifiers, inputs, resources, or behaviors have syntactically different representations, but are ultimately treated as being the same. For example, in Windows systems, the filenames ""MyFile.txt"" and ""MYFILE.TXT"" are equivalent because they refer to the same underlying file object. The inability to recognize equivalence is often a factor in vulnerabilities.",https://cwe.mitre.org/documents/glossary/#Equivalence,
Explicit Slice,"a view Slice whose membership is determined by some external criterion that is represented using HasMember relationships between the view and those entries, but not between entries themselves. An example is CWE-635, which lists the CWE identifiers that were used by NVD from 2008 to 2016.",https://cwe.mitre.org/documents/glossary/#Explicit%20Slice,
Filter,to perform Filtering.,https://cwe.mitre.org/documents/glossary/#Filter,
Filtering,the removal of elements from input or output based on some criteria. This term may apply to removal of elements regardless of security implications.,https://cwe.mitre.org/documents/glossary/#Filtering,
Graph,"a View that specifies relationships between entries, typically of a hierarchical nature. The root level nodes of the view are specified using HasMember relationships. Children are specified using ChildOf or other relationships.",https://cwe.mitre.org/documents/glossary/#Graph,
Handle,"in the vulnerability theory model of error handling, to modify execution based on the results of a check for an error or exceptional condition.",https://cwe.mitre.org/documents/glossary/#Handle,
ICTA,"Interaction/Crossover/Trigger/Activation, an acronym for the vulnerability theory terms for important locations in code artifacts (Interaction Point, Crossover Point, Trigger Point, Activation Point).",https://cwe.mitre.org/documents/glossary/#ICTA,
IP,Internet Protocol (in networking); Intellectual Property (in hardware).,https://cwe.mitre.org/documents/glossary/#IP,
Implicit Slice,"a view Slice that defines its membership based on common characteristics of entries, such as weaknesses that can appear in C programs (CWE-658). Implicit slices use a ""Filter"" query that determines which entries are members of the view.",https://cwe.mitre.org/documents/glossary/#Implicit%20Slice,
Improper,"used as a catch-all term to cover security behaviors that are either ""Missing"" or ""Insufficient/Incorrect."" Note: CWE began adopting this term with CWE 1.2.",https://cwe.mitre.org/documents/glossary/#Improper,
Incorrect,"a general term, used to describe when a behavior attempts to do a task but does not do it correctly. This is distinct from ""Missing,"" in which the the behavior is not even performed. This is similar to ""Insufficient."" Note: CWE began adopting this term with CWE 1.2.",https://cwe.mitre.org/documents/glossary/#Incorrect,
Information Exposure,the intentional or unintentional disclosure of information to an actor that is not explicitly authorized to have access to that information.,https://cwe.mitre.org/documents/glossary/#Information%20Exposure,
Insecure,"Use of this term is discouraged in names and descriptions for CWE weaknesses. It does not provide any hint about the actual error that was introduced by the developer. Some unreviewed entries may still use this term, although it will be corrected in future versions of CWE. This is a general term used to describe a behavior that is incorrect and has security implications.",https://cwe.mitre.org/documents/glossary/#Insecure,
Insufficient,"a general term used to describe when a security property or behavior can vary in strength on a continuous or sliding scale, instead of a discrete scale. The continuous scale may vary depending on the context and risk tolerance. For example, the requirements for randomness may vary between a random selection for a greeting message versus the generation of a strong cryptographic key. On the other hand, a weakness that allows a buffer overflow is always incorrect - there is not a sliding scale that varies across contexts. Note: this this term has been used inconsistently in CWE, although it was more clearly defined beginning in CWE 1.4.",https://cwe.mitre.org/documents/glossary/#Insufficient,
Interaction Point,"a vulnerability theory term for the point in code from which input is obtained from the external environment. For example, in SQL injection, the code reads an input from a parameter (interaction point); incorrectly checks the input for dangerous characters (crossover point); inserts the input into a dynamically generated query string; then sends the query string to the database server (trigger point); then the query is processed by the server (activation point). See the Vulnerability Theory paper for more details.",https://cwe.mitre.org/documents/glossary/#Interaction%20Point,
Internal,"used to describe a manipulation that occurs within an identifier or input, and not at the beginning or the end. This term is often used in conjunction with special elements. For example, the string ""/etc//passwd"" has multiple internal ""/"" characters, or ""<SCRI.PT>"" has an internal ""."" character.",https://cwe.mitre.org/documents/glossary/#Internal,
Invokable Element,"an abstract term, defined to cover the concepts of ""named-callable"" elements and ""method control"" elements, as defined by CISQ.",https://cwe.mitre.org/documents/glossary/#Invokable%20Element,
Leading,"1) used to describe a manipulation that occurs at the beginning of an identifier or input. This term is often used in conjunction with special elements. For example, the string ""//etc/passwd"" has multiple leading ""/"" characters. 2) used to describe the transition from a primary to resultant weakness in a chain.",https://cwe.mitre.org/documents/glossary/#Leading,
Loose Composite,"an informal term for describing a CWE entry that the general public thinks of as an individual weakness, but is actually a disjoint list of multiple distinct weaknesses - i.e., a narrowly-defined category. An example of a loose composite is ""insecure temporary file"" - the temporary file could have permissions problems, be used as a semaphore, be part of a race condition, etc. This term was more frequently used in CWE's early years.",https://cwe.mitre.org/documents/glossary/#Loose%20Composite,
MAID,"Modification of Assumed-Immutable Data. Originating in the early years of CWE, this describes a case in which the developer (and the code) incorrectly assumes that certain data cannot be modified or influenced by an adversary.",https://cwe.mitre.org/documents/glossary/#MAID,
Manipulation,"the modification of a resource by an actor, typically to change its properties. Usually used in the context of software as it manipulates inputs and system resources to ensure that security properties are enforced.",https://cwe.mitre.org/documents/glossary/#Manipulation,
Method Control Element,"an abstract term for a method that can be explicitly invoked by its name. See ""Callable Element"" (adapted from CISQ).",https://cwe.mitre.org/documents/glossary/#Method%20Control%20Element,
Missing,"used to describe a behavior that the developer has not attempted to perform. This is distinct from ""incorrect,"" which describes when the developer attempts to perform the behavior, but does not do it correctly. Note: this term was used inconsistently in CWE, although it has been more clearly defined since CWE 1.2.",https://cwe.mitre.org/documents/glossary/#Missing,
Named Chain,"a Chain that appears so frequently that a CWE ID has been assigned to it, such as CWE-680 (Integer Overflow to Buffer Overflow).",https://cwe.mitre.org/documents/glossary/#Named%20Chain,
Natural Hierarchy,"the term used in Draft 9 for the Research Concepts View (CWE-1000). This term has been obsolete since CWE 1.0, but it might be referenced in older materials.",https://cwe.mitre.org/documents/glossary/#Natural%20Hierarchy,
Neutralization,"a general term to describe the process of ensuring that input or output has certain security properties before it is used. This is independent of the specific protection mechanism that performs the neutralization. The term could refer to one or more of the following: filtering/cleansing, canonicalization/resolution, encoding/decoding, escaping/unescaping, quoting/unquoting, validation, or other mechanisms.",https://cwe.mitre.org/documents/glossary/#Neutralization,
Neutralize,to perform Neutralization.,https://cwe.mitre.org/documents/glossary/#Neutralize,
Node,"an obsolete term for a CWE entry, especially used before CWE 1.0.",https://cwe.mitre.org/documents/glossary/#Node,
Path Transversal,Path traversal,https://cwe.mitre.org/documents/glossary/#Path%20Transversal,
Permissions,"the explicit specifications for a resource, or a set of resources, that defines which actors are allowed to access that resource, and which actions may be performed by those actors. Permissions can contribute to the definition of one or more intended control spheres.",https://cwe.mitre.org/documents/glossary/#Permissions,
Pillar Weakness,"the highest-level weakness that cannot be made any more abstract. Pillars are the top-level entries in the Research Concepts View (CWE-1000) and represent an abstract theme for all class/base/variant weaknesses related to it. A pillar is different from a category, as a pillar is still technically a type of weakness that describes a mistake, while a category represents a common characteristic used to group related things. For example, Incorrect Calculation (CWE-682) is an example of a pillar, as it describes a mistake but does not imply anything specific about where such a mistake is made or the type of resource that is affected.",https://cwe.mitre.org/documents/glossary/#Pillar%20Weakness,
Plaintext,"information that is used as the input to an encryption algorithm, which might contain already-encrypted text. Many people use the ""plaintext"" term to mean ""unencrypted,"" and others may use ""cleartext"" to mean the same thing.",https://cwe.mitre.org/documents/glossary/#Plaintext,
Platform Resource,"a resource that is provided by a platform, e.g., messaging, stream, lock, file, directory, etc. (adapted from CISQ).",https://cwe.mitre.org/documents/glossary/#Platform%20Resource,
Primary Weakness,"a weakness that is an initial, critical error (root cause) that can expose other weaknesses later in a chain.",https://cwe.mitre.org/documents/glossary/#Primary%20Weakness,
Property,"a vulnerability theory term for the security-relevant characteristic of an individual resource or behavior that is important to the system's intended security model, which might change over time. For example, user input is initially untrusted; after the system neutralizes the input, when the input is finally processed, it must be treated as trusted. This illustrates the Trustability property.",https://cwe.mitre.org/documents/glossary/#Property,
Protection Mechanism,"a vulnerability theory term for a set of behaviors that helps to enforce an implicit or explicit security policy for the product, such as an input validation routine.",https://cwe.mitre.org/documents/glossary/#Protection%20Mechanism,
Reliance,"a security-relevant assumption that a resource or behavior has a given property, which can lead to weaknesses if that property cannot be guaranteed. For example, an access control protection mechanism might use reverse DNS lookups (CWE-247) in an attempt to limit access to systems in a particular domain; however, this reliance on DNS introduces a weakness because DNS results can be spoofed.",https://cwe.mitre.org/documents/glossary/#Reliance,
Resolution,"the process of converting a resource identifier to a single, possibly canonical form. For example, code that converts ""/tmp/abc/../def.xyz"" to ""/tmp/def.xyz"" is performing resolution on an identifier that is being used for a file resource.",https://cwe.mitre.org/documents/glossary/#Resolution,
Resolve,to perform Resolution.,https://cwe.mitre.org/documents/glossary/#Resolve,
Resource,"a vulnerability theory term for an object or entity that is accessed or modified within the operation of the product, such as memory, CPU, files, or sockets. Resources can be system-level (memory or CPU), code-level (function or variable), or application-level (cookie or message).",https://cwe.mitre.org/documents/glossary/#Resource,
Resultant Weakness,a weakness that is only exposed to attack after another weakness has been exploited; a later link in a chain.,https://cwe.mitre.org/documents/glossary/#Resultant%20Weakness,
SDLC,Software Development Lifecycle.,https://cwe.mitre.org/documents/glossary/#SDLC,
Sanitization,"Use of this term is discouraged in names and descriptions for CWE weaknesses. It has too many different meanings in the industry and may cause mapping errors. It is not precise enough for CWE's purpose. Similar terms in use in CWE may include ""Neutralization,"" ""Validation,"" ""Encoding,"" and ""Filtering.""",https://cwe.mitre.org/documents/glossary/#Sanitization,
Sanitize,"This term is discouraged for use in CWE. See ""Sanitization.""",https://cwe.mitre.org/documents/glossary/#Sanitize,
Security Policy,"in vulnerability theory, a set of valid behaviors, properties, and resources within the context of operation of a product. The policy is generally implicit (as reflected in the code, or the programmer's assumptions), but it can be explicit.",https://cwe.mitre.org/documents/glossary/#Security%20Policy,
Sensitive Information,"Restricted information that should only be accessed by authorized actors. Depending on the context and intended security policy, sensitive information may include secrets such as session identifiers, passwords, access tokens, or cryptographic keys; Personally Identifiable Information (PII) such as email addresses or phone numbers; records or logs of private activities; communications that are expected to be private; etc.",https://cwe.mitre.org/documents/glossary/#Sensitive%20Information,
Slice,a view that is a flat list of CWE entries that does not specify any relationships between those entries.,https://cwe.mitre.org/documents/glossary/#Slice,
Special Element,"a general term for a sequence of bytes, characters, or words that is used to separate different portions of data within a particular representation or language. The most commonly understood usage of special elements is in single characters, such as the ""<"" in HTML, which marks the beginning of a tag. As another example, the CRLF (carriage return / line feed) character is used as a separator between headers in MIME messages, so CRLF is a special element. When multi-part MIME messages are constructed, the boundary string becomes a special element. Special elements are often important in weaknesses that can be exploited by injection attacks. A special element in one representation might not be special in another. For example, whitespace is a special element when executing a command in a shell (since it acts as an argument separator), but it has no special meaning in the body of HTML or email messages.",https://cwe.mitre.org/documents/glossary/#Special%20Element,
Sphere of Control,"See ""Control Sphere.""",https://cwe.mitre.org/documents/glossary/#Sphere%20of%20Control,
Technology,"Information and Communications Technology (ICT), as defined by Wikipedia: ""a broad subject [that] covers any product that will store, retrieve, manipulate, transmit, or receive information electronically in a digital form (e.g., personal computers including smartphones, digital television, email, or robots).""",https://cwe.mitre.org/documents/glossary/#Technology,
Technology-Specific,"applicable to one or more specific classes of Information and communications technology (ICT), instead of a broad range of technologies. See ""Technology"".",https://cwe.mitre.org/documents/glossary/#Technology-Specific,
Trailing,"used to describe a manipulation that occurs at the end of an identifier or input. This term is often used in conjunction with special elements. For example, the string ""example.com."" has a trailing ""."" character.",https://cwe.mitre.org/documents/glossary/#Trailing,
Trigger Point,"a vulnerability theory term for the location in code after which the software can no longer prevent itself from violating the intended security policy. For example, in SQL injection, the code reads an input from a parameter (interaction point); incorrectly checks the input for dangerous characters (crossover point); inserts the input into a dynamically generated query string; then sends the query string to the database server (trigger point); then the query is processed by the server (activation point). See the Vulnerability Theory paper for more details.",https://cwe.mitre.org/documents/glossary/#Trigger%20Point,
Unexpected,"violating the assumptions of the developer or operator of the product. This is typically used to describe the state of the product, a behavior that was not intended, or a property of a resource that was not assumed to be present. For example, if an e-commerce program allows a user to specify the quantity of items to purchase, and the program assumes that the quantity will be a number, then the string ""abcde"" is unexpected. A program crash is usually unexpected behavior. Similarly, when a programmer dereferences a pointer, it is usually unexpected if that pointer can be NULL. Attacks often leverage unexpected properties and behaviors, since the developer has not necessarily provided a sufficient defense.",https://cwe.mitre.org/documents/glossary/#Unexpected,
Variant Weakness,"a weakness that is linked to a certain type of product, typically involving a specific language or technology. More specific than a Base weakness. Variant level weaknesses typically describe issues in terms of 3 to 5 of the following dimensions: behavior, property, technology, language, and resource. For example the variant weakness ""Private Data Structure Returned From A Public Method"" (CWE-495) describes an issue (inappropriate action) with a behavior (Return) associated with a specific resource (Data Structure) with a given property (Private). Another example is ""Use of sizeof() on a Pointer Type"" (CWE-467) which describes an issue (Use of) with a behavior (application of a function) against a resource (Pointer) within an implied language (those that support Pointer Types).",https://cwe.mitre.org/documents/glossary/#Variant%20Weakness,
View,a subset of CWE entries that provides a way of examining CWE content. The two main view structures are Slices (flat lists) and Graphs (containing relationships between entries).,https://cwe.mitre.org/documents/glossary/#View,
Vulnerability,"a flaw in a software, firmware, hardware, or service component resulting from a weakness that can be exploited, causing a negative impact to the confidentiality, integrity, or availability of an impacted component or components.",https://cwe.mitre.org/documents/glossary/#Vulnerability,
Vulnerability Theory,"a theoretical framework that characterizes aspects of vulnerabilities that are important for describing weaknesses and/or distinguishing from them. Created by CWE staff in 2007, this framework strongly influences the names and descriptions for CWE entries.",https://cwe.mitre.org/documents/glossary/#Vulnerability%20Theory,
Weakness,"a condition in a software, firmware, hardware, or service component that, under certain circumstances, could contribute to the introduction of vulnerabilities.",https://cwe.mitre.org/documents/glossary/#Weakness,
