term,definition,source_anchor,notes
Interface,"A boundary across which two systems communicate. An interface might be a hardware connector used to link to other devices, or it might be a convention used to allow communication between two software systems.",https://www.cyber.gc.ca/en/glossary#interface,
Internet-of-things,The network of everyday web-enabled devices that are capable of connecting and exchanging information between each other.,https://www.cyber.gc.ca/en/glossary#internet-of-things,
Intrusion detection,A security service that monitors and analyzes network or system events to warn of unauthorized access attempts. The findings are provided in real-time (or near real-time).,https://www.cyber.gc.ca/en/glossary#intrusion-detection,
IT asset,"The components of an information system, including business applications, data, hardware, and software.",https://www.cyber.gc.ca/en/glossary#it-asset,
IT threat,Any potential event or act (deliberate or accidental) or natural hazard that could compromise IT assets.,https://www.cyber.gc.ca/en/glossary#it-threat,
Key management,"The procedures and mechanisms for generating, disseminating, replacing, storing, archiving, and destroying cryptographic keys.",https://www.cyber.gc.ca/en/glossary#key-management,
Keystroke logger,Software or hardware designed to capture a user's keystrokes on a compromised system. The keystrokes are stored or transmitted so that they may be used to collect valued information.,https://www.cyber.gc.ca/en/glossary#keystroke-logger,
Least privilege,"The principle of giving an individual only the set of privileges that are essential to performing authorized tasks. This principle limits the damage that can result from the accidental, incorrect, or unauthorized use of an information system.",https://www.cyber.gc.ca/en/glossary#least-privilege,
Malware,"Malicious software designed to infiltrate or damage a computer system, without the owner's consent. Common forms of malware include computer viruses, worms, Trojans, spyware, and adware.",https://www.cyber.gc.ca/en/glossary#malware,
Management security control,A security control that focuses on the management of IT security and IT security risks.,https://www.cyber.gc.ca/en/glossary#management-security-control,
Multi-factor authentication,A tactic that can add an additional layer of security to your devices and account. Multi-factor authentication requires additional verification (like a PIN or fingerprint) to access your devices or accounts. Two-factor authentication is a type of multi-factor authentication.,https://www.cyber.gc.ca/en/glossary#multi-factor-authentication,
Network security zone,"A networking environment with a well-defined boundary, a Network Security Zone Authority, and a standard level of weakness to network threats. Types of zones are distinguished by security requirements for interfaces, traffic control, data protection, host configuration control, and network configuration control.",https://www.cyber.gc.ca/en/glossary#network-security-zone,
Node,"A connection point that can receive, create, store, or send data along distributed network routes. Each network node, whether it's an endpoint for data transmissions or a redistribution point, has either a programmed or engineered capability to recognize, process, and forward transmissions to other network nodes.",https://www.cyber.gc.ca/en/glossary#node,
Operational security control,A security control primarily implemented and executed by people and typically supported by the use of technology (e.g. supporting software).,https://www.cyber.gc.ca/en/glossary#operational-security-control,
Overwrite,To write or copy new data over existing data. The data that was overwritten cannot be retrieved.,https://www.cyber.gc.ca/en/glossary#overwrite,
Perimeter,The boundary between two network security zones through which traffic is routed.,https://www.cyber.gc.ca/en/glossary#perimeter,
Phishing,"An attempt by a third party to solicit confidential information from an individual, group, or organization by mimicking or spoofing a specific, usually well-known brand, usually for financial gain. Phishers attempt to trick users into disclosing personal data, such as credit card numbers, online banking credentials, and other sensitive information, which they may then use to commit fraudulent acts.",https://www.cyber.gc.ca/en/glossary#phishing,
Plaintext,Unencrypted information.,https://www.cyber.gc.ca/en/glossary#plaintext,
Point of presence,"An access point, location, or facility at which two or more different networks or communication devices connect with each other and the internet. Also referred to as PoP.",https://www.cyber.gc.ca/en/glossary#point-of-presence,
Quantum computing,"A quantum computer can process a vast number of calculations simultaneously. Whereas a classical computer works with ones and zeros, a quantum computer will have the advantage of using ones, zeros and “superpositions” of ones and zeros. Certain difficult tasks that have long been thought impossible for classical computers will be achieved quickly and efficiently by a quantum computer.",https://www.cyber.gc.ca/en/glossary#quantum-computing,
Ransomware,A type of malware that denies a user's access to a system or data until a sum of money is paid.,https://www.cyber.gc.ca/en/glossary#ransomware,
Reconnaissance,Activity conducted by a threat actor to obtain information and identify vulnerabilities to facilitate future compromise(s).,https://www.cyber.gc.ca/en/glossary#reconnaissance,
Redaction,"A form of data sanitization for selected data-file elements (not to be confused with media sanitization, which addresses all data on media).",https://www.cyber.gc.ca/en/glossary#redaction,
Remote exploitation,Exploitation of a victim machine by sending specially crafted commands from a remote network to a service running on that machine to manipulate it for the purpose of gaining access or information.,https://www.cyber.gc.ca/en/glossary#remote-exploitation,
Residual risk,The likelihood and impact of a threat that remains after security controls are implemented.,https://www.cyber.gc.ca/en/glossary#residual-risk,
Residual risk assessment,"An assessment, which is performed at the end of the system development life cycle, to determine the remaining likelihood and impact of a threat.",https://www.cyber.gc.ca/en/glossary#residual-risk-assessment,
Residual risk level,"The degree of residual risk (e.g. high, medium, low).",https://www.cyber.gc.ca/en/glossary#residual-risk-level,
Risk level,"The degree of risk (e.g. high, medium, low).",https://www.cyber.gc.ca/en/glossary#risk-level,
Sanitize,"Sanitization is a process through which data is irreversibly removed from media. The storage media is left in a re-usable condition in accordance with IT security policy, but the data that was previously on it cannot be recovered or accessed.",https://www.cyber.gc.ca/en/glossary#sanitize,
Secure destruction,"The destruction of information assets through one or more approved methods, carried out alone or in combination with erasing, to ensure that information cannot be retrieved.",https://www.cyber.gc.ca/en/glossary#secure-destruction,
Secure erasure,A digital sanitization process that uses tools and industry-standard commands (e.g. ATA security erase) to erase all accessible memory locations of a data storage device.,https://www.cyber.gc.ca/en/glossary#secure-erasure,
Security control,"A management, operational, or technical high-level security requirement needed for an information system to protect the confidentiality, integrity, and availability of its IT assets. Security controls can be applied by using a variety of security solutions that can include security products, security policies, security practices, and security procedures.",https://www.cyber.gc.ca/en/glossary#security-control,
Separation of duties,"A security principle stating that sensitive or critical responsibilities should be shared by multiple entities (e.g. staff or processes), rather than a single entity, to prevent a security breach.",https://www.cyber.gc.ca/en/glossary#separation-of-duties,
Social engineering,"The practice of obtaining confidential information by manipulation of legitimate users. A social engineer will commonly use the telephone or internet to trick people into revealing sensitive information. For example, phishing is a type of social engineering.",https://www.cyber.gc.ca/en/glossary#social-engineering,
Spear phishing,"The use of spoofed emails to persuade people within an organization to reveal their usernames or passwords. Unlike phishing, which involves mass mailing, spear phishing is small-scale and well targeted.",https://www.cyber.gc.ca/en/glossary#spear-phishing,
Symmetric key,"A cryptographic key used to perform the cryptographic operation and its inverse operation (e.g. encrypt and decrypt, create a message authentication code and verify the code).",https://www.cyber.gc.ca/en/glossary#symmetric-key,
TEMPEST,The name for specifications and standards for limiting the strength of electromagnetic emanations from electrical and electronic equipment which lead to reduced vulnerability to eavesdropping. This term originated in the U.S. Department of Defense.,https://www.cyber.gc.ca/en/glossary#tempest,
Threat and risk assessment,"A process of identifying system assets and how these assets can be compromised, assessing the level of risk that threats pose to assets, and recommending security measures to mitigate threats.",https://www.cyber.gc.ca/en/glossary#threat-and-risk-assessment,
Threat event,An actual incident in which a threat agent exploits a vulnerability of an IT asset of value.,https://www.cyber.gc.ca/en/glossary#threat-event,
TRA,See threat and risk assessment .,https://www.cyber.gc.ca/en/glossary#tra,
Trojan,A malicious program that is disguised as or embedded within legitimate software.,https://www.cyber.gc.ca/en/glossary#trojan,
Two-factor authentication,"A type of multi-factor authentication used to confirm the identity of a user. Authentication is validated by using a combination of two different factors including: something you know (e.g. a password), something you have (e.g. a physical token), or something you are (a biometric).",https://www.cyber.gc.ca/en/glossary#two-factor-authentication,
Two-step verification,"A process requiring two different authentication methods, which are applied one after the other, to access a specific device or system. Unlike two-factor authentication, two-step verification can be of the same type (e.g. two passwords, two physical keys, or two biometrics). Also known as Two-step authentication.",https://www.cyber.gc.ca/en/glossary#two-step-verification,
Unpatched application,A supported application that does not have the latest security updates and/or patches installed.,https://www.cyber.gc.ca/en/glossary#unpatched-application,
Virtual private network,"A private communications network usually used within a company, or by several different companies or organisations to communicate over a wider network. VPN communications are typically encrypted or encoded to protect the traffic from other users on the public network carrying the VPN.",https://www.cyber.gc.ca/en/glossary#virtual-private-network,
Virus,"A computer program that can spread by making copies of itself. Computer viruses spread from one computer to another, usually without the knowledge of the user. Viruses can have harmful effects, ranging from displaying irritating messages to stealing data or giving other users control over the infected computer.",https://www.cyber.gc.ca/en/glossary#virus,
VPN,See virtual private network .,https://www.cyber.gc.ca/en/glossary#vpn,
Vulnerability,A flaw or weakness in the design or implementation of an information system or its environment that could be exploited to adversely affect an organization's assets or operations.,https://www.cyber.gc.ca/en/glossary#vulnerability,
Vulnerability assessment,A process to determine existing weaknesses or gaps in an information system's protection efforts.,https://www.cyber.gc.ca/en/glossary#vulnerability-assessment,
Worm,"A malicious program that executes independently and self-replicates, usually through network connections, to cause damage (e.g. deleting files, sending documents via email, or taking up bandwidth).",https://www.cyber.gc.ca/en/glossary#worm,
Zero day,"A zero-day vulnerability is a software vulnerability that is not yet known by the vendor, and therefore has not been mitigated. A zero-day exploit is an attack directed at a zero-day vulnerability.",https://www.cyber.gc.ca/en/glossary#zero-day,
